Student Major,AVG HS GPA,Average Transfer GPA,Applicant Status,Local Preference
Pre-FEA Narrative Production,3.44,0,Applied,Non-Local
Pre-FEA Narrative Production,3.45,0,Applied,Non-Local
Pre-FEA Narrative Production,3.45,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.45,0,Applied,Non-Local
Pre-FEA Narrative Production,3.45,0,Applied,Non-Local
Pre-FEA Narrative Production,3.45,0,Applied,Non-Local
Pre-FEA Narrative Production,3.45,0,Applied,Non-Local
Pre-FEA Narrative Production,3.46,0,Applied,Non-Local
Pre-FEA Narrative Production,3.46,0,Admitted,Local
Pre-FEA Narrative Production,3.46,0,Applied,Non-Local
Pre-FEA Narrative Production,3.46,0,Enrolled,Local
Pre-FEA Narrative Production,3.46,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.46,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.47,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.48,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Admitted,Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.5,0,Applied,Non-Local
Pre-FEA Narrative Production,3.51,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.52,0,Applied,Non-Local
Pre-FEA Narrative Production,3.52,0,Applied,Non-Local
Pre-FEA Narrative Production,3.52,0,Applied,Non-Local
Pre-FEA Narrative Production,3.52,0,Applied,Non-Local
Pre-FEA Narrative Production,3.52,0,Applied,Non-Local
Pre-FEA Narrative Production,3.53,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.53,0,Applied,Non-Local
Pre-FEA Narrative Production,3.53,0,Applied,Non-Local
Pre-FEA Narrative Production,3.54,0,Applied,Non-Local
Pre-FEA Narrative Production,3.54,0,Enrolled,Local
Pre-FEA Narrative Production,3.54,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.55,0,Applied,Non-Local
Pre-FEA Narrative Production,3.55,0,Applied,Non-Local
Pre-FEA Narrative Production,3.55,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.55,0,Applied,Non-Local
Pre-FEA Narrative Production,3.55,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.56,0,Applied,Non-Local
Pre-FEA Narrative Production,3.56,0,Applied,Non-Local
Pre-FEA Narrative Production,3.57,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.57,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.58,0,Applied,Non-Local
Pre-FEA Narrative Production,3.58,0,Applied,Non-Local
Pre-FEA Narrative Production,3.58,0,Applied,Non-Local
Pre-FEA Narrative Production,3.59,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.59,0,Applied,Non-Local
Pre-FEA Narrative Production,3.59,0,Applied,Non-Local
Pre-FEA Narrative Production,3.59,0,Applied,Non-Local
Pre-FEA Narrative Production,3.6,0,Applied,Non-Local
Pre-FEA Narrative Production,3.6,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.6,0,Applied,Non-Local
Pre-FEA Narrative Production,3.6,0,Applied,Non-Local
Pre-FEA Narrative Production,3.6,0,Enrolled,Local
Pre-FEA Narrative Production,3.61,0,Applied,Non-Local
Pre-FEA Narrative Production,3.61,0,Applied,Non-Local
Pre-FEA Narrative Production,3.61,0,Applied,Non-Local
Pre-FEA Narrative Production,3.61,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.61,0,Applied,Non-Local
Pre-FEA Narrative Production,3.61,0,Applied,Non-Local
Pre-FEA Narrative Production,3.62,0,Applied,Non-Local
Pre-FEA Narrative Production,3.62,0,Enrolled,Local
Pre-FEA Narrative Production,3.62,0,Applied,Non-Local
Pre-FEA Narrative Production,3.62,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.63,0,Applied,Non-Local
Pre-FEA Narrative Production,3.63,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.63,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.64,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.64,0,Applied,Non-Local
Pre-FEA Narrative Production,3.64,0,Applied,Non-Local
Pre-FEA Narrative Production,3.64,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.65,0,Admitted,Local
Pre-FEA Narrative Production,3.65,0,Applied,Non-Local
Pre-FEA Narrative Production,3.65,0,Applied,Non-Local
Pre-FEA Narrative Production,3.65,0,Applied,Non-Local
Pre-FEA Narrative Production,3.65,0,Applied,Non-Local
Pre-FEA Narrative Production,3.66,0,Applied,Non-Local
Pre-FEA Narrative Production,3.67,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.67,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.67,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.67,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.67,0,Applied,Non-Local
Pre-FEA Narrative Production,3.67,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.67,0,Applied,Non-Local
Pre-FEA Narrative Production,3.68,0,Applied,Non-Local
Pre-FEA Narrative Production,3.68,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.68,0,Applied,Non-Local
Pre-FEA Narrative Production,3.68,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.68,0,Applied,Non-Local
Pre-FEA Narrative Production,3.68,0,Applied,Non-Local
Pre-FEA Narrative Production,3.68,0,Applied,Non-Local
Pre-FEA Narrative Production,3.69,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.69,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.69,0,Applied,Non-Local
Pre-FEA Narrative Production,3.7,0,Applied,Non-Local
Pre-FEA Narrative Production,3.71,0,Applied,Non-Local
Pre-FEA Narrative Production,3.71,0,Applied,Non-Local
Pre-FEA Narrative Production,3.71,0,Applied,Non-Local
Pre-FEA Narrative Production,3.72,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.73,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.73,0,Applied,Non-Local
Pre-FEA Narrative Production,3.73,0,Applied,Non-Local
Pre-FEA Narrative Production,3.74,0,Applied,Non-Local
Pre-FEA Narrative Production,3.74,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.74,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.74,0,Applied,Non-Local
Pre-FEA Narrative Production,3.74,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.74,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.75,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.75,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.75,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.75,0,Applied,Non-Local
Pre-FEA Narrative Production,3.76,0,Applied,Non-Local
Pre-FEA Narrative Production,3.76,0,Applied,Non-Local
Pre-FEA Narrative Production,3.76,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.77,0,Applied,Non-Local
Pre-FEA Narrative Production,3.77,0,Applied,Non-Local
Pre-FEA Narrative Production,3.77,0,Applied,Non-Local
Pre-FEA Narrative Production,3.78,0,Applied,Non-Local
Pre-FEA Narrative Production,3.78,0,Admitted,Local
Pre-FEA Narrative Production,3.79,0,Admitted,Local
Pre-FEA Narrative Production,3.79,0,Applied,Non-Local
Pre-FEA Narrative Production,3.79,0,Applied,Non-Local
Pre-FEA Narrative Production,3.8,0,Applied,Local
Pre-FEA Narrative Production,3.8,0,Applied,Non-Local
Pre-FEA Narrative Production,3.8,0,Applied,Non-Local
Pre-FEA Narrative Production,3.8,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.8,0,Admitted,Local
Pre-FEA Narrative Production,3.81,0,Enrolled,Local
Pre-FEA Narrative Production,3.81,0,Applied,Non-Local
Pre-FEA Narrative Production,3.81,0,Applied,Non-Local
Pre-FEA Narrative Production,3.82,0,Applied,Non-Local
Pre-FEA Narrative Production,3.82,0,Enrolled,Local
Pre-FEA Narrative Production,3.83,0,Applied,Non-Local
Pre-FEA Narrative Production,3.83,0,Applied,Non-Local
Pre-FEA Narrative Production,3.83,0,Applied,Non-Local
Pre-FEA Narrative Production,3.83,0,Applied,Non-Local
Pre-FEA Narrative Production,3.83,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.84,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.84,0,Applied,Non-Local
Pre-FEA Narrative Production,3.84,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Enrolled,Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Applied,Non-Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Applied,Non-Local
Pre-FEA Narrative Production,3.85,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.85,0,Applied,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Applied,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.86,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.87,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.87,0,Enrolled,Local
Pre-FEA Narrative Production,3.88,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.88,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.88,0,Applied,Non-Local
Pre-FEA Narrative Production,3.89,0,Applied,Non-Local
Pre-FEA Narrative Production,3.89,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.89,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.9,0,Applied,Non-Local
Pre-FEA Narrative Production,3.9,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.9,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.91,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.91,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.91,0,Applied,Non-Local
Pre-FEA Narrative Production,3.91,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.92,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.93,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.93,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.93,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.93,0,Admitted,Local
Pre-FEA Narrative Production,3.93,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.94,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.94,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.94,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.94,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.94,0,Applied,Non-Local
Pre-FEA Narrative Production,3.94,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Applied,Non-Local
Pre-FEA Narrative Production,3.95,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Applied,Non-Local
Pre-FEA Narrative Production,3.95,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.95,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.95,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.96,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.96,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.97,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.97,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.97,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.98,0,Admitted,Non-Local
Pre-FEA Narrative Production,3.98,0,Enrolled,Non-Local
Pre-FEA Narrative Production,3.98,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4,0,Applied,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Applied,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Applied,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Applied,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Admitted,Non-Local
Pre-FEA Narrative Production,4,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.03,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.03,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.03,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Applied,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.04,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.05,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.05,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.06,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.06,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.06,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.06,0,Applied,Non-Local
Pre-FEA Narrative Production,4.06,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.06,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.06,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.07,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.07,0,Admitted,Local
Pre-FEA Narrative Production,4.07,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.07,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.08,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.08,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.08,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.09,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.09,0,Applied,Non-Local
Pre-FEA Narrative Production,4.09,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.09,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.09,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.09,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.09,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.09,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.1,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.1,0,Admitted,Local
Pre-FEA Narrative Production,4.1,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.1,0,Applied,Non-Local
Pre-FEA Narrative Production,4.11,0,Applied,Non-Local
Pre-FEA Narrative Production,4.11,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.11,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.12,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.12,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.13,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.14,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.14,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.14,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.14,0,Admitted,Local
Pre-FEA Narrative Production,4.14,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.14,0,Applied,Non-Local
Pre-FEA Narrative Production,4.14,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.14,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.15,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.16,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Applied,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Applied,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.17,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.18,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.19,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.19,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.19,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.2,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Applied,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Applied,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.21,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.22,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.22,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.22,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.22,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.22,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.22,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.23,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.23,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.23,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.24,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.24,0,Applied,Non-Local
Pre-FEA Narrative Production,4.24,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.24,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.25,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.26,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.26,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.26,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.27,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.28,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.28,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Enrolled,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.29,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.3,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.3,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.3,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.3,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.3,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Applied,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.31,0,Admitted,Local
Pre-FEA Narrative Production,4.32,0,Admitted,Non-Local
Pre-FEA Narrative Production,4.32,0,Admitted,Non-Local
