Student Major,AVG HS GPA,Average Transfer GPA,Applicant Status,Local Preference
Africana Studies BA,2.27,0,Applied,Local
Africana Studies BA,2.62,0,Applied,Non-Local
Africana Studies BA,2.67,0,Applied,Non-Local
Africana Studies BA,2.88,0,Admitted,Local
Africana Studies BA,2.92,0,Applied,Non-Local
Africana Studies BA,2.92,0,Applied,Non-Local
Africana Studies BA,3,0,Applied,Non-Local
Africana Studies BA,3.05,0,Applied,Non-Local
Africana Studies BA,3.07,0,Admitted,Non-Local
Africana Studies BA,3.1,0,Applied,Non-Local
Africana Studies BA,3.15,0,Applied,Non-Local
Africana Studies BA,3.18,0,Applied,Non-Local
Africana Studies BA,3.27,0,Applied,Non-Local
Africana Studies BA,3.35,0,Applied,Non-Local
Africana Studies BA,3.36,0,Applied,Non-Local
Africana Studies BA,3.37,0,Applied,Non-Local
Africana Studies BA,3.38,0,Applied,Non-Local
Africana Studies BA,3.38,0,Applied,Non-Local
Africana Studies BA,3.39,0,Applied,Non-Local
Africana Studies BA,3.41,0,Applied,Non-Local
Africana Studies BA,3.5,0,Applied,Non-Local
Africana Studies BA,3.52,0,Applied,Non-Local
Africana Studies BA,3.54,0,Applied,Non-Local
Africana Studies BA,3.68,0,Applied,Non-Local
Africana Studies BA,3.71,0,Applied,Non-Local
Africana Studies BA,3.72,0,Applied,Non-Local
Africana Studies BA,3.73,0,Applied,Non-Local
Africana Studies BA,3.88,0,Admitted,Non-Local
Africana Studies BA,3.9,0,Admitted,Non-Local
Africana Studies BA,3.95,0,Admitted,Non-Local
Africana Studies BA,3.96,0,Admitted,Non-Local
Africana Studies BA,4.04,0,Applied,Non-Local
Africana Studies BA,4.05,0,Applied,Non-Local
Africana Studies BA,4.08,0,Admitted,Non-Local
Africana Studies BA,4.17,0,Admitted,Non-Local
Africana Studies BA,4.25,0,Admitted,Non-Local
Africana Studies BA,4.3,0,Admitted,Non-Local
American Studies BA,2.07,0,Applied,Non-Local
American Studies BA,2.72,0,Applied,Non-Local
American Studies BA,2.92,0,Applied,Non-Local
American Studies BA,2.94,0,Applied,Non-Local
American Studies BA,2.95,0,Applied,Non-Local
American Studies BA,3.05,0,Admitted,Local
American Studies BA,3.13,0,Applied,Non-Local
American Studies BA,3.24,0,Enrolled,Local
American Studies BA,3.33,0,Applied,Non-Local
American Studies BA,3.36,0,Admitted,Local
American Studies BA,3.42,0,Applied,Non-Local
American Studies BA,3.42,0,Applied,Non-Local
American Studies BA,3.48,0,Enrolled,Local
American Studies BA,3.74,0,Applied,Non-Local
American Studies BA,3.91,0,Applied,Non-Local
American Studies BA,3.91,0,Applied,Non-Local
American Studies BA,3.95,0,Admitted,Non-Local
American Studies BA,4.14,0,Applied,Non-Local
American Studies BA,4.28,0,Admitted,Non-Local
American Studies BA,4.29,0,Admitted,Non-Local
American Studies BA,4.33,0,Admitted,Non-Local
American Studies BA,4.33,0,Admitted,Non-Local
Anthropology BA,3.84,4,Enrolled,Non-Local
Anthropology BA,4.09,4,Enrolled,Local
Anthropology BA,1.89,0,Applied,Non-Local
Anthropology BA,4.36,0,Admitted,Non-Local
Anthropology BA,2.44,0,Applied,Non-Local
Anthropology BA,2.57,0,Applied,Non-Local
Anthropology BA,2.67,0,Applied,Non-Local
Anthropology BA,2.71,0,Applied,Non-Local
Anthropology BA,2.78,0,Admitted,Non-Local
Anthropology BA,2.79,0,Applied,Non-Local
Anthropology BA,2.83,0,Applied,Non-Local
Anthropology BA,2.86,0,Applied,Non-Local
Anthropology BA,2.86,0,Applied,Non-Local
Anthropology BA,2.87,0,Applied,Non-Local
Anthropology BA,2.88,0,Applied,Non-Local
Anthropology BA,2.88,0,Applied,Non-Local
Anthropology BA,2.91,0,Applied,Non-Local
Anthropology BA,2.92,0,Applied,Non-Local
Anthropology BA,2.96,0,Applied,Non-Local
Anthropology BA,3,0,Applied,Non-Local
Anthropology BA,3,0,Admitted,Local
Anthropology BA,3.03,0,Applied,Non-Local
Anthropology BA,3.05,0,Applied,Non-Local
Anthropology BA,3.05,0,Applied,Non-Local
Anthropology BA,3.1,0,Applied,Non-Local
Anthropology BA,3.13,0,Applied,Non-Local
Anthropology BA,3.14,0,Applied,Non-Local
Anthropology BA,3.15,0,Applied,Non-Local
Anthropology BA,3.17,0,Applied,Non-Local
Anthropology BA,3.22,0,Applied,Non-Local
Anthropology BA,3.24,0,Applied,Non-Local
Anthropology BA,3.25,0,Applied,Non-Local
Anthropology BA,3.25,0,Admitted,Local
Anthropology BA,3.26,0,Applied,Non-Local
Anthropology BA,3.26,0,Applied,Non-Local
Anthropology BA,3.27,0,Applied,Non-Local
Anthropology BA,3.28,0,Applied,Non-Local
Anthropology BA,3.29,0,Applied,Non-Local
Anthropology BA,3.32,0,Applied,Non-Local
Anthropology BA,3.32,0,Applied,Non-Local
Anthropology BA,3.33,0,Applied,Non-Local
Anthropology BA,3.35,0,Applied,Non-Local
Anthropology BA,3.35,0,Applied,Non-Local
Anthropology BA,3.35,0,Applied,Non-Local
Anthropology BA,3.36,0,Applied,Non-Local
Anthropology BA,3.36,0,Applied,Non-Local
Anthropology BA,3.38,0,Applied,Non-Local
Anthropology BA,3.39,0,Applied,Non-Local
Anthropology BA,3.4,0,Applied,Non-Local
Anthropology BA,3.4,0,Applied,Non-Local
Anthropology BA,3.41,0,Applied,Non-Local
Anthropology BA,3.41,0,Applied,Non-Local
Anthropology BA,3.41,0,Applied,Non-Local
Anthropology BA,3.41,0,Applied,Non-Local
Anthropology BA,3.43,0,Applied,Non-Local
Anthropology BA,3.46,0,Applied,Non-Local
Anthropology BA,3.46,0,Enrolled,Local
Anthropology BA,3.47,0,Applied,Non-Local
Anthropology BA,3.5,0,Applied,Non-Local
Anthropology BA,3.5,0,Applied,Non-Local
Anthropology BA,3.5,0,Applied,Non-Local
Anthropology BA,3.5,0,Applied,Non-Local
Anthropology BA,3.5,0,Applied,Non-Local
Anthropology BA,3.54,0,Applied,Non-Local
Anthropology BA,3.55,0,Applied,Non-Local
Anthropology BA,3.55,0,Applied,Non-Local
Anthropology BA,3.56,0,Applied,Non-Local
Anthropology BA,3.56,0,Applied,Non-Local
Anthropology BA,3.56,0,Applied,Non-Local
Anthropology BA,3.6,0,Applied,Non-Local
Anthropology BA,3.6,0,Applied,Non-Local
Anthropology BA,3.65,0,Admitted,Non-Local
Anthropology BA,3.65,0,Applied,Non-Local
Anthropology BA,3.67,0,Applied,Non-Local
Anthropology BA,3.68,0,Applied,Non-Local
Anthropology BA,3.7,0,Applied,Non-Local
Anthropology BA,3.71,0,Applied,Non-Local
Anthropology BA,3.73,0,Applied,Non-Local
Anthropology BA,3.74,0,Applied,Non-Local
Anthropology BA,3.76,0,Applied,Non-Local
Anthropology BA,3.77,0,Applied,Non-Local
Anthropology BA,3.78,0,Applied,Non-Local
Anthropology BA,3.79,0,Applied,Non-Local
Anthropology BA,3.79,0,Applied,Non-Local
Anthropology BA,3.82,0,Applied,Non-Local
Anthropology BA,3.82,0,Applied,Non-Local
Anthropology BA,3.82,0,Applied,Non-Local
Anthropology BA,3.83,0,Applied,Non-Local
Anthropology BA,3.83,0,Applied,Non-Local
Anthropology BA,3.85,0,Admitted,Non-Local
Anthropology BA,3.87,0,Applied,Non-Local
Anthropology BA,3.88,0,Applied,Non-Local
Anthropology BA,3.88,0,Applied,Non-Local
Anthropology BA,3.88,0,Admitted,Non-Local
Anthropology BA,3.88,0,Applied,Non-Local
Anthropology BA,3.88,0,Applied,Non-Local
Anthropology BA,3.88,0,Applied,Non-Local
Anthropology BA,3.91,0,Enrolled,Non-Local
Anthropology BA,3.91,0,Admitted,Non-Local
Anthropology BA,3.92,0,Admitted,Non-Local
Anthropology BA,3.93,0,Admitted,Non-Local
Anthropology BA,3.93,0,Applied,Non-Local
Anthropology BA,3.93,0,Admitted,Non-Local
Anthropology BA,3.96,0,Applied,Non-Local
Anthropology BA,4,0,Admitted,Non-Local
Anthropology BA,4,0,Admitted,Non-Local
Anthropology BA,4,0,Applied,Non-Local
Anthropology BA,4,0,Admitted,Local
Anthropology BA,4,0,Admitted,Non-Local
Anthropology BA,4,0,Applied,Non-Local
Anthropology BA,4.03,0,Admitted,Non-Local
Anthropology BA,4.04,0,Admitted,Non-Local
Anthropology BA,4.04,0,Enrolled,Non-Local
Anthropology BA,4.05,0,Applied,Non-Local
Anthropology BA,4.05,0,Applied,Non-Local
Anthropology BA,4.06,0,Admitted,Non-Local
Anthropology BA,4.06,0,Admitted,Non-Local
Anthropology BA,4.06,0,Applied,Non-Local
Anthropology BA,4.07,0,Admitted,Non-Local
Anthropology BA,4.08,0,Applied,Non-Local
Anthropology BA,4.08,0,Admitted,Non-Local
Anthropology BA,4.08,0,Admitted,Non-Local
Anthropology BA,4.09,0,Admitted,Local
Anthropology BA,4.1,0,Admitted,Non-Local
Anthropology BA,4.12,0,Admitted,Non-Local
Anthropology BA,4.12,0,Admitted,Non-Local
Anthropology BA,4.12,0,Admitted,Non-Local
Anthropology BA,4.12,0,Admitted,Non-Local
Anthropology BA,4.12,0,Applied,Non-Local
Anthropology BA,4.13,0,Admitted,Non-Local
Anthropology BA,4.13,0,Admitted,Non-Local
Anthropology BA,4.13,0,Admitted,Non-Local
Anthropology BA,4.14,0,Admitted,Non-Local
Anthropology BA,4.14,0,Admitted,Non-Local
Anthropology BA,4.15,0,Admitted,Local
Anthropology BA,4.15,0,Applied,Non-Local
Anthropology BA,4.16,0,Admitted,Non-Local
Anthropology BA,4.16,0,Admitted,Non-Local
Anthropology BA,4.18,0,Admitted,Non-Local
Anthropology BA,4.19,0,Applied,Non-Local
Anthropology BA,4.19,0,Admitted,Non-Local
Anthropology BA,4.19,0,Admitted,Non-Local
Anthropology BA,4.19,0,Admitted,Non-Local
Anthropology BA,4.21,0,Admitted,Non-Local
Anthropology BA,4.21,0,Admitted,Non-Local
Anthropology BA,4.22,0,Admitted,Non-Local
Anthropology BA,4.23,0,Applied,Non-Local
Anthropology BA,4.23,0,Admitted,Non-Local
Anthropology BA,4.25,0,Admitted,Non-Local
Anthropology BA,4.25,0,Admitted,Local
Anthropology BA,4.25,0,Admitted,Non-Local
Anthropology BA,4.29,0,Admitted,Non-Local
Anthropology BA,4.29,0,Admitted,Non-Local
Anthropology BA,4.31,0,Admitted,Non-Local
Anthropology BA,4.31,0,Admitted,Non-Local
Anthropology BA,4.32,0,Admitted,Local
Anthropology BA,4.33,0,Admitted,Non-Local
Art Education BA,3.5,4,Enrolled,Local
Art Education BA,4,4,Enrolled,Non-Local
Art Education BA,4.08,4,Enrolled,Non-Local
Art Education BA,4.18,4,Enrolled,Non-Local
Art Education BA,2.14,0,Applied,Non-Local
Art Education BA,4.44,0,Admitted,Non-Local
Art Education BA,2.33,0,Applied,Non-Local
Art Education BA,2.33,0,Applied,Non-Local
Art Education BA,2.45,0,Applied,Local
Art Education BA,2.53,0,Applied,Non-Local
Art Education BA,2.54,0,Applied,Non-Local
Art Education BA,2.59,0,Applied,Non-Local
Art Education BA,2.61,0,Applied,Non-Local
Art Education BA,2.62,0,Applied,Non-Local
Art Education BA,2.67,0,Applied,Non-Local
Art Education BA,2.67,0,Applied,Non-Local
Art Education BA,2.76,0,Applied,Non-Local
Art Education BA,2.83,0,Applied,Non-Local
Art Education BA,2.91,0,Applied,Non-Local
Art Education BA,2.95,0,Applied,Non-Local
Art Education BA,2.96,0,Applied,Non-Local
Art Education BA,3,0,Applied,Local
Art Education BA,3.05,0,Applied,Local
Art Education BA,3.08,0,Applied,Non-Local
Art Education BA,3.09,0,Enrolled,Non-Local
Art Education BA,3.11,0,Applied,Non-Local
Art Education BA,3.14,0,Applied,Non-Local
Art Education BA,3.16,0,Applied,Non-Local
Art Education BA,3.19,0,Applied,Non-Local
Art Education BA,3.23,0,Applied,Non-Local
Art Education BA,3.23,0,Applied,Non-Local
Art Education BA,3.25,0,Applied,Non-Local
Art Education BA,3.26,0,Applied,Non-Local
Art Education BA,3.27,0,Applied,Non-Local
Art Education BA,3.32,0,Applied,Non-Local
Art Education BA,3.37,0,Applied,Non-Local
Art Education BA,3.38,0,Applied,Non-Local
Art Education BA,3.38,0,Applied,Non-Local
Art Education BA,3.39,0,Applied,Non-Local
Art Education BA,3.41,0,Applied,Non-Local
Art Education BA,3.41,0,Applied,Non-Local
Art Education BA,3.42,0,Applied,Non-Local
Art Education BA,3.42,0,Applied,Non-Local
Art Education BA,3.43,0,Enrolled,Local
Art Education BA,3.44,0,Applied,Non-Local
Art Education BA,3.44,0,Applied,Non-Local
Art Education BA,3.45,0,Applied,Non-Local
Art Education BA,3.45,0,Applied,Non-Local
Art Education BA,3.45,0,Admitted,Local
Art Education BA,3.48,0,Enrolled,Local
Art Education BA,3.48,0,Applied,Non-Local
Art Education BA,3.5,0,Applied,Non-Local
Art Education BA,3.52,0,Admitted,Local
Art Education BA,3.56,0,Admitted,Non-Local
Art Education BA,3.56,0,Enrolled,Local
Art Education BA,3.57,0,Applied,Non-Local
Art Education BA,3.59,0,Applied,Non-Local
Art Education BA,3.59,0,Admitted,Non-Local
Art Education BA,3.63,0,Applied,Non-Local
Art Education BA,3.64,0,Applied,Non-Local
Art Education BA,3.65,0,Admitted,Local
Art Education BA,3.65,0,Applied,Non-Local
Art Education BA,3.67,0,Admitted,Non-Local
Art Education BA,3.67,0,Applied,Non-Local
Art Education BA,3.67,0,Applied,Non-Local
Art Education BA,3.68,0,Enrolled,Non-Local
Art Education BA,3.69,0,Applied,Non-Local
Art Education BA,3.7,0,Applied,Non-Local
Art Education BA,3.77,0,Applied,Non-Local
Art Education BA,3.77,0,Admitted,Non-Local
Art Education BA,3.77,0,Applied,Non-Local
Art Education BA,3.78,0,Applied,Non-Local
Art Education BA,3.79,0,Applied,Non-Local
Art Education BA,3.8,0,Admitted,Non-Local
Art Education BA,3.81,0,Admitted,Non-Local
Art Education BA,3.82,0,Applied,Non-Local
Art Education BA,3.83,0,Applied,Non-Local
Art Education BA,3.84,0,Admitted,Non-Local
Art Education BA,3.85,0,Enrolled,Local
Art Education BA,3.86,0,Applied,Non-Local
Art Education BA,3.86,0,Applied,Local
Art Education BA,3.86,0,Enrolled,Non-Local
Art Education BA,3.91,0,Admitted,Non-Local
Art Education BA,3.91,0,Applied,Non-Local
Art Education BA,3.91,0,Enrolled,Non-Local
Art Education BA,3.92,0,Applied,Non-Local
Art Education BA,3.92,0,Applied,Non-Local
Art Education BA,3.92,0,Applied,Non-Local
Art Education BA,3.94,0,Admitted,Non-Local
Art Education BA,3.94,0,Applied,Non-Local
Art Education BA,3.96,0,Admitted,Non-Local
Art Education BA,3.97,0,Admitted,Non-Local
Art Education BA,4,0,Admitted,Non-Local
Art Education BA,4,0,Admitted,Non-Local
Art Education BA,4,0,Admitted,Non-Local
Art Education BA,4.04,0,Admitted,Non-Local
Art Education BA,4.04,0,Admitted,Non-Local
Art Education BA,4.05,0,Admitted,Non-Local
Art Education BA,4.05,0,Applied,Non-Local
Art Education BA,4.12,0,Applied,Non-Local
Art Education BA,4.12,0,Admitted,Non-Local
Art Education BA,4.12,0,Admitted,Non-Local
Art Education BA,4.18,0,Admitted,Non-Local
Art Education BA,4.19,0,Admitted,Non-Local
Art Education BA,4.21,0,Admitted,Non-Local
Art Education BA,4.23,0,Admitted,Local
Art Education BA,4.31,0,Admitted,Non-Local
Art Education BA,4.32,0,Admitted,Non-Local
Art Education BA,4.33,0,Admitted,Non-Local
Art Education BA,4.35,0,Admitted,Non-Local
Art History BA,1.73,0,Applied,Non-Local
Art History BA,2.41,0,Applied,Non-Local
Art History BA,2.56,0,Applied,Non-Local
Art History BA,2.91,0,Applied,Non-Local
Art History BA,2.93,0,Applied,Non-Local
Art History BA,3.06,0,Applied,Non-Local
Art History BA,3.12,0,Applied,Non-Local
Art History BA,3.3,0,Applied,Non-Local
Art History BA,3.3,0,Applied,Non-Local
Art History BA,3.33,0,Applied,Non-Local
Art History BA,3.33,0,Applied,Non-Local
Art History BA,3.43,0,Enrolled,Local
Art History BA,3.44,0,Applied,Non-Local
Art History BA,3.48,0,Applied,Non-Local
Art History BA,3.57,0,Applied,Non-Local
Art History BA,3.57,0,Admitted,Non-Local
Art History BA,3.59,0,Applied,Non-Local
Art History BA,3.63,0,Applied,Non-Local
Art History BA,3.64,0,Applied,Non-Local
Art History BA,3.65,0,Enrolled,Non-Local
Art History BA,3.67,0,Applied,Non-Local
Art History BA,3.68,0,Applied,Non-Local
Art History BA,3.68,0,Applied,Non-Local
Art History BA,3.72,0,Applied,Non-Local
Art History BA,3.73,0,Applied,Non-Local
Art History BA,3.77,0,Admitted,Local
Art History BA,3.79,0,Applied,Non-Local
Art History BA,3.82,0,Applied,Non-Local
Art History BA,3.85,0,Applied,Non-Local
Art History BA,3.91,0,Admitted,Non-Local
Art History BA,3.92,0,Applied,Non-Local
Art History BA,3.95,0,Admitted,Non-Local
Art History BA,3.96,0,Enrolled,Local
Art History BA,4,0,Enrolled,Non-Local
Art History BA,4,0,Admitted,Non-Local
Art History BA,4,0,Applied,Non-Local
Art History BA,4.08,0,Admitted,Non-Local
Art History BA,4.09,0,Admitted,Non-Local
Art History BA,4.13,0,Admitted,Non-Local
Art History BA,4.14,0,Admitted,Non-Local
Art History BA,4.15,0,Admitted,Non-Local
Art History BA,4.15,0,Admitted,Local
Art History BA,4.15,0,Admitted,Non-Local
Art History BA,4.17,0,Admitted,Non-Local
Art History BA,4.18,0,Admitted,Non-Local
Art History BA,4.18,0,Admitted,Non-Local
Art History BA,4.2,0,Admitted,Non-Local
Art History BA,4.2,0,Admitted,Non-Local
Art History BA,4.23,0,Admitted,Local
Art History BA,4.25,0,Admitted,Local
Art History BA,4.26,0,Admitted,Non-Local
Art History BA,4.27,0,Admitted,Non-Local
Art History BA,4.28,0,Admitted,Local
Art History BA,4.3,0,Admitted,Non-Local
Art History BA,4.33,0,Admitted,Non-Local
Asian American Studies BA,2.57,0,Applied,Non-Local
Asian American Studies BA,3,0,Applied,Non-Local
Asian American Studies BA,3.05,0,Applied,Non-Local
Asian American Studies BA,3.06,0,Applied,Local
Asian American Studies BA,3.21,0,Enrolled,Local
Asian American Studies BA,3.25,0,Applied,Non-Local
Asian American Studies BA,3.3,0,Applied,Non-Local
Asian American Studies BA,3.43,0,Applied,Non-Local
Asian American Studies BA,3.5,0,Applied,Non-Local
Asian American Studies BA,3.5,0,Applied,Non-Local
Asian American Studies BA,3.54,0,Applied,Non-Local
Asian American Studies BA,3.59,0,Applied,Non-Local
Asian American Studies BA,3.67,0,Applied,Non-Local
Asian American Studies BA,3.75,0,Admitted,Local
Asian American Studies BA,3.83,0,Applied,Non-Local
Asian American Studies BA,3.89,0,Admitted,Non-Local
Asian American Studies BA,3.96,0,Applied,Non-Local
Asian American Studies BA,4.1,0,Admitted,Non-Local
Asian American Studies BA,4.21,0,Applied,Non-Local
Asian American Studies BA,4.24,0,Admitted,Non-Local
Asian American Studies BA,4.25,0,Admitted,Non-Local
Asian Studies BA,1.76,0,Applied,Non-Local
Asian Studies BA,2.25,0,Applied,Non-Local
Asian Studies BA,2.36,0,Applied,Non-Local
Asian Studies BA,2.67,0,Applied,Non-Local
Asian Studies BA,2.88,0,Applied,Non-Local
Asian Studies BA,3,0,Applied,Non-Local
Asian Studies BA,3.07,0,Applied,Non-Local
Asian Studies BA,3.08,0,Admitted,Local
Asian Studies BA,3.12,0,Applied,Non-Local
Asian Studies BA,3.13,0,Applied,Non-Local
Asian Studies BA,3.23,0,Applied,Non-Local
Asian Studies BA,3.25,0,Applied,Non-Local
Asian Studies BA,3.37,0,Applied,Non-Local
Asian Studies BA,3.39,0,Applied,Non-Local
Asian Studies BA,3.75,0,Applied,Non-Local
Asian Studies BA,3.79,0,Applied,Non-Local
Asian Studies BA,3.8,0,Applied,Non-Local
Asian Studies BA,3.83,0,Applied,Non-Local
Asian Studies BA,3.88,0,Admitted,Non-Local
Asian Studies BA,3.91,0,Applied,Non-Local
Asian Studies BA,3.91,0,Applied,Non-Local
Asian Studies BA,3.92,0,Admitted,Local
Asian Studies BA,3.97,0,Admitted,Non-Local
Asian Studies BA,4,0,Applied,Non-Local
Asian Studies BA,4.11,0,Admitted,Non-Local
Asian Studies BA,4.11,0,Admitted,Local
Asian Studies BA,4.14,0,Admitted,Non-Local
Asian Studies BA,4.18,0,Admitted,Non-Local
Asian Studies BA,4.27,0,Admitted,Non-Local
Chicano & Latino Studies BA,1.88,0,Applied,Local
Chicano & Latino Studies BA,2,0,Applied,Local
Chicano & Latino Studies BA,2.15,0,Applied,Local
Chicano & Latino Studies BA,2.16,0,Enrolled,Local
Chicano & Latino Studies BA,2.23,0,Applied,Non-Local
Chicano & Latino Studies BA,2.36,0,Applied,Non-Local
Chicano & Latino Studies BA,2.36,0,Applied,Local
Chicano & Latino Studies BA,2.53,0,Applied,Local
Chicano & Latino Studies BA,2.53,0,Applied,Non-Local
Chicano & Latino Studies BA,2.54,0,Applied,Local
Chicano & Latino Studies BA,2.57,0,Applied,Non-Local
Chicano & Latino Studies BA,2.58,0,Applied,Non-Local
Chicano & Latino Studies BA,2.58,0,Applied,Non-Local
Chicano & Latino Studies BA,2.61,0,Applied,Non-Local
Chicano & Latino Studies BA,2.63,0,Applied,Non-Local
Chicano & Latino Studies BA,2.67,0,Applied,Local
Chicano & Latino Studies BA,2.68,0,Applied,Non-Local
Chicano & Latino Studies BA,2.69,0,Applied,Local
Chicano & Latino Studies BA,2.69,0,Applied,Non-Local
Chicano & Latino Studies BA,2.71,0,Applied,Non-Local
Chicano & Latino Studies BA,2.71,0,Applied,Non-Local
Chicano & Latino Studies BA,2.72,0,Applied,Non-Local
Chicano & Latino Studies BA,2.73,0,Applied,Local
Chicano & Latino Studies BA,2.77,0,Admitted,Local
Chicano & Latino Studies BA,2.82,0,Admitted,Local
Chicano & Latino Studies BA,2.83,0,Applied,Non-Local
Chicano & Latino Studies BA,2.89,0,Admitted,Local
Chicano & Latino Studies BA,2.9,0,Applied,Non-Local
Chicano & Latino Studies BA,2.93,0,Applied,Non-Local
Chicano & Latino Studies BA,2.94,0,Applied,Non-Local
Chicano & Latino Studies BA,2.96,0,Applied,Non-Local
Chicano & Latino Studies BA,2.96,0,Applied,Non-Local
Chicano & Latino Studies BA,3,0,Applied,Non-Local
Chicano & Latino Studies BA,3,0,Applied,Non-Local
Chicano & Latino Studies BA,3,0,Applied,Non-Local
Chicano & Latino Studies BA,3,0,Applied,Non-Local
Chicano & Latino Studies BA,3.05,0,Applied,Non-Local
Chicano & Latino Studies BA,3.05,0,Applied,Non-Local
Chicano & Latino Studies BA,3.08,0,Applied,Non-Local
Chicano & Latino Studies BA,3.14,0,Applied,Non-Local
Chicano & Latino Studies BA,3.17,0,Applied,Non-Local
Chicano & Latino Studies BA,3.24,0,Enrolled,Local
Chicano & Latino Studies BA,3.26,0,Applied,Non-Local
Chicano & Latino Studies BA,3.26,0,Applied,Non-Local
Chicano & Latino Studies BA,3.29,0,Applied,Non-Local
Chicano & Latino Studies BA,3.3,0,Applied,Non-Local
Chicano & Latino Studies BA,3.32,0,Admitted,Local
Chicano & Latino Studies BA,3.33,0,Applied,Non-Local
Chicano & Latino Studies BA,3.33,0,Admitted,Local
Chicano & Latino Studies BA,3.33,0,Admitted,Local
Chicano & Latino Studies BA,3.39,0,Applied,Non-Local
Chicano & Latino Studies BA,3.39,0,Applied,Non-Local
Chicano & Latino Studies BA,3.41,0,Applied,Non-Local
Chicano & Latino Studies BA,3.46,0,Enrolled,Local
Chicano & Latino Studies BA,3.47,0,Applied,Non-Local
Chicano & Latino Studies BA,3.48,0,Admitted,Non-Local
Chicano & Latino Studies BA,3.5,0,Applied,Non-Local
Chicano & Latino Studies BA,3.5,0,Applied,Non-Local
Chicano & Latino Studies BA,3.52,0,Applied,Non-Local
Chicano & Latino Studies BA,3.54,0,Applied,Non-Local
Chicano & Latino Studies BA,3.54,0,Applied,Non-Local
Chicano & Latino Studies BA,3.55,0,Applied,Non-Local
Chicano & Latino Studies BA,3.55,0,Applied,Non-Local
Chicano & Latino Studies BA,3.55,0,Enrolled,Local
Chicano & Latino Studies BA,3.61,0,Admitted,Local
Chicano & Latino Studies BA,3.61,0,Applied,Non-Local
Chicano & Latino Studies BA,3.63,0,Applied,Non-Local
Chicano & Latino Studies BA,3.64,0,Applied,Non-Local
Chicano & Latino Studies BA,3.67,0,Applied,Non-Local
Chicano & Latino Studies BA,3.68,0,Applied,Non-Local
Chicano & Latino Studies BA,3.69,0,Applied,Non-Local
Chicano & Latino Studies BA,3.69,0,Applied,Non-Local
Chicano & Latino Studies BA,3.71,0,Applied,Non-Local
Chicano & Latino Studies BA,3.73,0,Admitted,Non-Local
Chicano & Latino Studies BA,3.74,0,Applied,Non-Local
Chicano & Latino Studies BA,3.75,0,Applied,Non-Local
Chicano & Latino Studies BA,3.79,0,Applied,Non-Local
Chicano & Latino Studies BA,3.81,0,Applied,Non-Local
Chicano & Latino Studies BA,3.84,0,Admitted,Non-Local
Chicano & Latino Studies BA,3.86,0,Applied,Non-Local
Chicano & Latino Studies BA,3.9,0,Applied,Non-Local
Chicano & Latino Studies BA,3.9,0,Applied,Non-Local
Chicano & Latino Studies BA,3.9,0,Admitted,Non-Local
Chicano & Latino Studies BA,3.91,0,Applied,Non-Local
Chicano & Latino Studies BA,3.92,0,Applied,Non-Local
Chicano & Latino Studies BA,3.92,0,Applied,Non-Local
Chicano & Latino Studies BA,3.93,0,Applied,Non-Local
Chicano & Latino Studies BA,3.93,0,Applied,Non-Local
Chicano & Latino Studies BA,3.96,0,Admitted,Local
Chicano & Latino Studies BA,4,0,Applied,Non-Local
Chicano & Latino Studies BA,4,0,Admitted,Local
Chicano & Latino Studies BA,4,0,Admitted,Non-Local
Chicano & Latino Studies BA,4,0,Applied,Non-Local
Chicano & Latino Studies BA,4.09,0,Admitted,Non-Local
Chicano & Latino Studies BA,4.12,0,Applied,Non-Local
Chicano & Latino Studies BA,4.12,0,Applied,Non-Local
Chicano & Latino Studies BA,4.14,0,Admitted,Local
Chicano & Latino Studies BA,4.18,0,Admitted,Non-Local
Chicano & Latino Studies BA,4.23,0,Admitted,Non-Local
Chicano & Latino Studies BA,4.29,0,Admitted,Non-Local
Chicano & Latino Studies BA,4.32,0,Admitted,Non-Local
Chicano & Latino Studies BA,4.33,0,Admitted,Non-Local
Chinese Studies BA,2.58,0,Applied,Non-Local
Chinese Studies BA,3.18,0,Applied,Non-Local
Chinese Studies BA,3.23,0,Applied,Non-Local
Chinese Studies BA,3.35,0,Applied,Non-Local
Chinese Studies BA,3.47,0,Applied,Non-Local
Chinese Studies BA,3.52,0,Enrolled,Local
Chinese Studies BA,3.53,0,Applied,Non-Local
Chinese Studies BA,3.53,0,Enrolled,Local
Chinese Studies BA,3.61,0,Applied,Non-Local
Chinese Studies BA,3.83,0,Applied,Non-Local
Chinese Studies BA,3.95,0,Applied,Non-Local
Chinese Studies BA,3.95,0,Applied,Non-Local
Chinese Studies BA,3.95,0,Applied,Non-Local
Chinese Studies BA,4,0,Applied,Non-Local
Chinese Studies BA,4,0,Admitted,Non-Local
Classics BA,3.2,0,Applied,Non-Local
Classics BA,3.25,0,Applied,Non-Local
Classics BA,3.4,0,Applied,Non-Local
Classics BA,3.58,0,Applied,Non-Local
Classics BA,3.64,0,Applied,Non-Local
Classics BA,3.68,0,Applied,Non-Local
Classics BA,3.71,0,Applied,Non-Local
Classics BA,3.75,0,Admitted,Local
Classics BA,3.75,0,Applied,Non-Local
Classics BA,3.76,0,Applied,Non-Local
Classics BA,4.11,0,Applied,Non-Local
Classics BA,4.2,0,Admitted,Non-Local
Classics BA,4.25,0,Admitted,Non-Local
Classics BA,4.25,0,Admitted,Non-Local
Classics: Latin/Roman Civil BA,2.83,0,Applied,Non-Local
