"","province","year","quarter","pop_dens","literacy","in_migration","pop","urban_rural_ratio","cases","incidence","year_quarter","diff"
"1","vinh phuc",2011,"1",832.59,97.4,4.3,1029500,0.298967901483799,36,3.49684312773191,2011-01-01,0
"2","vinh phuc",2011,"2",832.59,97.4,4.3,1029500,0.298967901483799,95,9.2277804759592,2011-04-01,1.63888888888889
"3","vinh phuc",2011,"3",832.59,97.4,4.3,1029500,0.298967901483799,113,10.9762020398252,2011-07-01,0.189473684210526
"4","vinh phuc",2011,"4",832.59,97.4,4.3,1029500,0.298967901483799,109,10.5876639145216,2011-10-01,-0.0353982300884954
"5","vinh phuc",2012,"1",847.06,98.1,2.9,1047390,0.304618603955956,47,4.48734473309846,2012-01-01,-0.576172348373865
"6","vinh phuc",2012,"2",847.06,98.1,2.9,1047390,0.304618603955956,84,8.01993526766534,2012-04-01,0.787234042553192
"7","vinh phuc",2012,"3",847.06,98.1,2.9,1047390,0.304618603955956,51,4.8692464125111,2012-07-01,-0.392857142857143
"8","vinh phuc",2012,"4",847.06,98.1,2.9,1047390,0.304618603955956,46,4.3918693132453,2012-10-01,-0.0980392156862746
"9","vinh phuc",2013,"1",857.02,98.1,6.4,1061500,0.310396760733773,28,2.63777673104098,2013-01-01,-0.399395441233693
"10","vinh phuc",2013,"2",857.02,98.1,6.4,1061500,0.310396760733773,42,3.95666509656147,2013-04-01,0.5
"11","vinh phuc",2013,"3",857.02,98.1,6.4,1061500,0.310396760733773,40,3.76825247291569,2013-07-01,-0.0476190476190476
"12","vinh phuc",2013,"4",857.02,98.1,6.4,1061500,0.310396760733773,46,4.33349034385304,2013-10-01,0.15
"13","vinh phuc",2014,"1",870.16,97.7,4.9,1076820,0.304031388885525,18,1.67158856633421,2014-01-01,-0.614262768877443
"14","vinh phuc",2014,"2",870.16,97.7,4.9,1076820,0.304031388885525,33,3.06457903827938,2014-04-01,0.833333333333333
"15","vinh phuc",2014,"3",870.16,97.7,4.9,1076820,0.304031388885525,30,2.78598094389034,2014-07-01,-0.0909090909090908
"16","vinh phuc",2014,"4",870.16,97.7,4.9,1076820,0.304031388885525,22,2.04305269218625,2014-10-01,-0.266666666666667
"17","vinh phuc",2015,"1",881.13,97.8,2.8,1090400,0.304030618347088,13,1.19222303741746,2015-01-01,-0.41645017674915
"18","vinh phuc",2015,"2",881.13,97.8,2.8,1090400,0.304030618347088,36,3.3015407190022,2015-04-01,1.76923076923077
"19","vinh phuc",2015,"3",881.13,97.8,2.8,1090400,0.304030618347088,25,2.2927366104182,2015-07-01,-0.305555555555556
"20","vinh phuc",2015,"4",881.13,97.8,2.8,1090400,0.304030618347088,30,2.75128393250183,2015-10-01,0.2
"21","an giang",2011,"1",593.08,88.5,3.9,2097540,0.408791725434885,956,45.5771999580461,2011-01-01,0
"22","an giang",2011,"2",593.08,88.5,3.9,2097540,0.408791725434885,1042,49.6772409584561,2011-04-01,0.0899581589958158
"23","an giang",2011,"3",593.08,88.5,3.9,2097540,0.408791725434885,943,44.9574263184492,2011-07-01,-0.0950095969289828
"24","an giang",2011,"4",593.08,88.5,3.9,2097540,0.408791725434885,857,40.8573853180392,2011-10-01,-0.0911983032873807
"25","an giang",2012,"1",587.54,89.1,2.2,2077940,0.415162700736887,875,42.1090118097731,2012-01-01,0.0306340330393414
"26","an giang",2012,"2",587.54,89.1,2.2,2077940,0.415162700736887,1018,48.9908274541132,2012-04-01,0.163428571428571
"27","an giang",2012,"3",587.54,89.1,2.2,2077940,0.415162700736887,963,46.3439752832132,2012-07-01,-0.0540275049115913
"28","an giang",2012,"4",587.54,89.1,2.2,2077940,0.415162700736887,902,43.4083756027604,2012-10-01,-0.063343717549325
"29","an giang",2013,"1",580.09,91,3.1,2051620,0.421665708088781,883,43.0391592985056,2013-01-01,-0.00850564664371768
"30","an giang",2013,"2",580.09,91,3.1,2051620,0.421665708088781,1000,48.741969760482,2013-04-01,0.132502831257078
"31","an giang",2013,"3",580.09,91,3.1,2051620,0.421665708088781,1098,53.5186827970092,2013-07-01,0.098
"32","an giang",2013,"4",580.09,91,3.1,2051620,0.421665708088781,871,42.4542556613798,2013-10-01,-0.206739526411657
"33","an giang",2014,"1",572.45,89.5,4.3,2024590,0.428302339362813,847,41.8356309178649,2014-01-01,-0.0145715602329519
"34","an giang",2014,"2",572.45,89.5,4.3,2024590,0.428302339362813,886,43.7619468633155,2014-04-01,0.0460448642266824
"35","an giang",2014,"3",572.45,89.5,4.3,2024590,0.428302339362813,922,45.5400846591162,2014-07-01,0.0406320541760722
"36","an giang",2014,"4",572.45,89.5,4.3,2024590,0.428302339362813,845,41.7368454847648,2014-10-01,-0.0835140997830803
"37","an giang",2015,"1",565.75,90.5,2.1,2000900,0.435088222636637,823,41.1314908291269,2015-01-01,-0.0145040826302719
"38","an giang",2015,"2",565.75,90.5,2.1,2000900,0.435088222636637,989,49.4277575091209,2015-04-01,0.201701093560146
"39","an giang",2015,"3",565.75,90.5,2.1,2000900,0.435088222636637,993,49.6276675496027,2015-07-01,0.00404448938321535
"40","an giang",2015,"4",565.75,90.5,2.1,2000900,0.435088222636637,865,43.2305462541856,2015-10-01,-0.128902316213494
"41","ba ria - vung tau",2011,"1",523.14,96.4,16.5,1040800,1.06176581288009,258,24.7886241352806,2011-01-01,0
"42","ba ria - vung tau",2011,"2",523.14,96.4,16.5,1040800,1.06176581288009,324,31.129900076864,2011-04-01,0.255813953488372
"43","ba ria - vung tau",2011,"3",523.14,96.4,16.5,1040800,1.06176581288009,339,32.5710991544965,2011-07-01,0.0462962962962964
"44","ba ria - vung tau",2011,"4",523.14,96.4,16.5,1040800,1.06176581288009,296,28.4396617986164,2011-10-01,-0.126843657817109
"45","ba ria - vung tau",2012,"1",531.71,96,10.5,1057840,1.09820100362973,294,27.7924827951297,2012-01-01,-0.0227562130685477
"46","ba ria - vung tau",2012,"2",531.71,96,10.5,1057840,1.09820100362973,298,28.1706118127505,2012-04-01,0.0136054421768708
"47","ba ria - vung tau",2012,"3",531.71,96,10.5,1057840,1.09820100362973,298,28.1706118127505,2012-07-01,0
"48","ba ria - vung tau",2012,"4",531.71,96,10.5,1057840,1.09820100362973,297,28.0760795583453,2012-10-01,-0.00335570469798666
"49","ba ria - vung tau",2013,"1",541.27,96.2,10.8,1076850,1.13658459157556,269,24.9802665180852,2013-01-01,-0.110265147020498
"50","ba ria - vung tau",2013,"2",541.27,96.2,10.8,1076850,1.13658459157556,267,24.7945396294749,2013-04-01,-0.00743494423791816
"51","ba ria - vung tau",2013,"3",541.27,96.2,10.8,1076850,1.13658459157556,261,24.237358963644,2013-07-01,-0.0224719101123595
"52","ba ria - vung tau",2013,"4",541.27,96.2,10.8,1076850,1.13658459157556,289,26.8375354041881,2013-10-01,0.10727969348659
"53","ba ria - vung tau",2014,"1",549.57,96.2,15,1093370,1.17705035541485,275,25.1515955257598,2014-01-01,-0.0628202200029603
"54","ba ria - vung tau",2014,"2",549.57,96.2,15,1093370,1.17705035541485,326,29.8160732414462,2014-04-01,0.185454545454546
"55","ba ria - vung tau",2014,"3",549.57,96.2,15,1093370,1.17705035541485,280,25.6088972625918,2014-07-01,-0.141104294478528
"56","ba ria - vung tau",2014,"4",549.57,96.2,15,1093370,1.17705035541485,287,26.2491196941566,2014-10-01,0.025
"57","ba ria - vung tau",2015,"1",555.06,96.8,6,1104300,1.21969849246231,239,21.64266956443,2015-01-01,-0.175489699593701
"58","ba ria - vung tau",2015,"2",555.06,96.8,6,1104300,1.21969849246231,295,26.7137553201123,2015-04-01,0.234309623430962
"59","ba ria - vung tau",2015,"3",555.06,96.8,6,1104300,1.21969849246231,291,26.3515349089921,2015-07-01,-0.0135593220338983
"60","ba ria - vung tau",2015,"4",555.06,96.8,6,1104300,1.21969849246231,237,21.4615593588699,2015-10-01,-0.185567010309278
"61","bac giang",2011,"1",412.6,97.4,5.5,1586020,0.108166459384301,280,17.6542540447157,2011-01-01,0
"62","bac giang",2011,"2",412.6,97.4,5.5,1586020,0.108166459384301,486,30.6427409490423,2011-04-01,0.735714285714286
"63","bac giang",2011,"3",412.6,97.4,5.5,1586020,0.108166459384301,421,26.5444319743761,2011-07-01,-0.133744855967078
"64","bac giang",2011,"4",412.6,97.4,5.5,1586020,0.108166459384301,291,18.3478140250438,2011-10-01,-0.308788598574822
"65","bac giang",2012,"1",417.72,97.7,3.2,1607770,0.110591502206995,279,17.353228384657,2012-01-01,-0.0542073098751303
"66","bac giang",2012,"2",417.72,97.7,3.2,1607770,0.110591502206995,344,21.3960952126237,2012-04-01,0.232974910394265
"67","bac giang",2012,"3",417.72,97.7,3.2,1607770,0.110591502206995,373,23.1998357974088,2012-07-01,0.0843023255813954
"68","bac giang",2012,"4",417.72,97.7,3.2,1607770,0.110591502206995,256,15.9226755070688,2012-10-01,-0.313672922252011
"69","bac giang",2013,"1",423.58,97.7,4.6,1630650,0.113079270165667,239,14.6567319780456,2013-01-01,-0.0795057042053782
"70","bac giang",2013,"2",423.58,97.7,4.6,1630650,0.113079270165667,316,19.3787753349891,2013-04-01,0.322175732217573
"71","bac giang",2013,"3",423.58,97.7,4.6,1630650,0.113079270165667,305,18.7041977125686,2013-07-01,-0.0348101265822785
"72","bac giang",2013,"4",423.58,97.7,4.6,1630650,0.113079270165667,219,13.4302272100083,2013-10-01,-0.281967213114754
"73","bac giang",2014,"1",427.81,97.8,4.8,1646860,0.127384000328592,210,12.7515392929575,2014-01-01,-0.0505343585360202
"74","bac giang",2014,"2",427.81,97.8,4.8,1646860,0.127384000328592,277,16.8198875435678,2014-04-01,0.319047619047619
"75","bac giang",2014,"3",427.81,97.8,4.8,1646860,0.127384000328592,318,19.3094737864785,2014-07-01,0.148014440433213
"76","bac giang",2014,"4",427.81,97.8,4.8,1646860,0.127384000328592,250,15.1804039201875,2014-10-01,-0.213836477987421
"77","bac giang",2015,"1",433.04,97.7,3.1,1667000,0.127951823533392,169,10.1379724055189,2015-01-01,-0.332167150569886
"78","bac giang",2015,"2",433.04,97.7,3.1,1667000,0.127951823533392,275,16.496700659868,2015-04-01,0.627218934911243
"79","bac giang",2015,"3",433.04,97.7,3.1,1667000,0.127951823533392,264,15.8368326334733,2015-07-01,-0.04
"80","bac giang",2015,"4",433.04,97.7,3.1,1667000,0.127951823533392,242,14.5170965806839,2015-10-01,-0.0833333333333333
"81","bac kan",2011,"1",61.47,89.2,4.8,298690,0.203715644394294,22,7.36549599919649,2011-01-01,0
"82","bac kan",2011,"2",61.47,89.2,4.8,298690,0.203715644394294,34,11.3830392714855,2011-04-01,0.545454545454546
"83","bac kan",2011,"3",61.47,89.2,4.8,298690,0.203715644394294,39,13.0570156349392,2011-07-01,0.147058823529412
"84","bac kan",2011,"4",61.47,89.2,4.8,298690,0.203715644394294,26,8.70467708995949,2011-10-01,-0.333333333333333
"85","bac kan",2012,"1",61.9,91.2,3.1,300800,0.210267964915104,31,10.3058510638298,2012-01-01,0.183944097790507
"86","bac kan",2012,"2",61.9,91.2,3.1,300800,0.210267964915104,45,14.9601063829787,2012-04-01,0.451612903225807
"87","bac kan",2012,"3",61.9,91.2,3.1,300800,0.210267964915104,26,8.6436170212766,2012-07-01,-0.422222222222222
"88","bac kan",2012,"4",61.9,91.2,3.1,300800,0.210267964915104,27,8.97606382978723,2012-10-01,0.0384615384615385
"89","bac kan",2013,"1",62.09,91.8,4.7,301730,0.217094913476665,24,7.95413117687999,2013-01-01,-0.11385086740537
"90","bac kan",2013,"2",62.09,91.8,4.7,301730,0.217094913476665,39,12.92546316243,2013-04-01,0.625
"91","bac kan",2013,"3",62.09,91.8,4.7,301730,0.217094913476665,29,9.61124183872999,2013-07-01,-0.256410256410256
"92","bac kan",2013,"4",62.09,91.8,4.7,301730,0.217094913476665,27,8.94839757398999,2013-10-01,-0.0689655172413792
"93","bac kan",2014,"1",62.34,92.6,4,302940,0.224188790560472,29,9.57285271010761,2014-01-01,0.0697840178595444
"94","bac kan",2014,"2",62.34,92.6,4,302940,0.224188790560472,28,9.24275434079356,2014-04-01,-0.0344827586206897
"95","bac kan",2014,"3",62.34,92.6,4,302940,0.224188790560472,36,11.883541295306,2014-07-01,0.285714285714286
"96","bac kan",2014,"4",62.34,92.6,4,302940,0.224188790560472,28,9.24275434079356,2014-10-01,-0.222222222222222
"97","bac kan",2015,"1",62.89,93.9,2.2,305600,0.231668009669621,23,7.5261780104712,2015-01-01,-0.185721297681376
"98","bac kan",2015,"2",62.89,93.9,2.2,305600,0.231668009669621,29,9.48952879581152,2015-04-01,0.260869565217391
"99","bac kan",2015,"3",62.89,93.9,2.2,305600,0.231668009669621,29,9.48952879581152,2015-07-01,0
"100","bac kan",2015,"4",62.89,93.9,2.2,305600,0.231668009669621,23,7.5261780104712,2015-10-01,-0.206896551724138
"101","bac lieu",2011,"1",351.15,94.6,3,866870,0.362703178545603,212,24.4558007544384,2011-01-01,0
"102","bac lieu",2011,"2",351.15,94.6,3,866870,0.362703178545603,209,24.1097281022529,2011-04-01,-0.0141509433962264
"103","bac lieu",2011,"3",351.15,94.6,3,866870,0.362703178545603,240,27.6858121748359,2011-07-01,0.148325358851675
"104","bac lieu",2011,"4",351.15,94.6,3,866870,0.362703178545603,205,23.648297899339,2011-10-01,-0.145833333333333
"105","bac lieu",2012,"1",353.28,94.5,2.4,872140,0.365342768132505,135,15.4791661889146,2012-01-01,-0.345442692966614
"106","bac lieu",2012,"2",353.28,94.5,2.4,872140,0.365342768132505,214,24.5373449216869,2012-04-01,0.585185185185185
"107","bac lieu",2012,"3",353.28,94.5,2.4,872140,0.365342768132505,259,29.6970669846584,2012-07-01,0.210280373831776
"108","bac lieu",2012,"4",353.28,94.5,2.4,872140,0.365342768132505,187,21.441511683904,2012-10-01,-0.277992277992278
"109","bac lieu",2013,"1",355.26,95.4,2.5,877040,0.368023709249727,195,22.2338775882514,2013-01-01,0.0369547593485331
"110","bac lieu",2013,"2",355.26,95.4,2.5,877040,0.368023709249727,194,22.1198577031834,2013-04-01,-0.0051282051282052
"111","bac lieu",2013,"3",355.26,95.4,2.5,877040,0.368023709249727,235,26.7946729909696,2013-07-01,0.211340206185567
"112","bac lieu",2013,"4",355.26,95.4,2.5,877040,0.368023709249727,194,22.1198577031834,2013-10-01,-0.174468085106383
"113","bac lieu",2014,"1",357.34,94.3,2.5,882160,0.370728902838852,216,24.4853541307699,2014-01-01,0.106939947775797
"114","bac lieu",2014,"2",357.34,94.3,2.5,882160,0.370728902838852,197,22.33154983223,2014-04-01,-0.0879629629629629
"115","bac lieu",2014,"3",357.34,94.3,2.5,882160,0.370728902838852,235,26.6391584293099,2014-07-01,0.192893401015228
"116","bac lieu",2014,"4",357.34,94.3,2.5,882160,0.370728902838852,235,26.6391584293099,2014-10-01,0
"117","bac lieu",2015,"1",359.42,94.1,1.3,887300,0.373529411764706,189,21.3005747774146,2015-01-01,-0.200403615078975
"118","bac lieu",2015,"2",359.42,94.1,1.3,887300,0.373529411764706,217,24.4562154851798,2015-04-01,0.148148148148148
"119","bac lieu",2015,"3",359.42,94.1,1.3,887300,0.373529411764706,217,24.4562154851798,2015-07-01,0
"120","bac lieu",2015,"4",359.42,94.1,1.3,887300,0.373529411764706,214,24.1181111236335,2015-10-01,-0.0138248847926267
"121","bac ninh",2011,"1",1303.49,97.2,13.4,1072380,0.352256535061725,115,10.7238105895298,2011-01-01,0
"122","bac ninh",2011,"2",1303.49,97.2,13.4,1072380,0.352256535061725,153,14.2673306104179,2011-04-01,0.330434782608696
"123","bac ninh",2011,"3",1303.49,97.2,13.4,1072380,0.352256535061725,136,12.6820716537048,2011-07-01,-0.111111111111111
"124","bac ninh",2011,"4",1303.49,97.2,13.4,1072380,0.352256535061725,108,10.0710569014715,2011-10-01,-0.205882352941176
"125","bac ninh",2012,"1",1342.76,97.8,12.7,1104690,0.34991568296796,83,7.51342005449493,2012-01-01,-0.253959129811179
"126","bac ninh",2012,"2",1342.76,97.8,12.7,1104690,0.34991568296796,177,16.0225945740434,2012-04-01,1.13253012048193
"127","bac ninh",2012,"3",1342.76,97.8,12.7,1104690,0.34991568296796,132,11.9490535806425,2012-07-01,-0.254237288135593
"128","bac ninh",2012,"4",1342.76,97.8,12.7,1104690,0.34991568296796,120,10.8627759824023,2012-10-01,-0.0909090909090909
"129","bac ninh",2013,"1",1385.54,97.6,19.4,1139890,0.347085169997282,90,7.89549868846994,2013-01-01,-0.273160129486178
"130","bac ninh",2013,"2",1385.54,97.6,19.4,1139890,0.347085169997282,137,12.0187035591154,2013-04-01,0.522222222222222
"131","bac ninh",2013,"3",1385.54,97.6,19.4,1139890,0.347085169997282,131,11.492336979884,2013-07-01,-0.0437956204379562
"132","bac ninh",2013,"4",1385.54,97.6,19.4,1139890,0.347085169997282,119,10.4396038214214,2013-10-01,-0.0916030534351146
"133","bac ninh",2014,"1",1430.73,97.8,15.4,1177060,0.385134976111464,99,8.41078619611575,2014-01-01,-0.194338564950388
"134","bac ninh",2014,"2",1430.73,97.8,15.4,1177060,0.385134976111464,126,10.7046369768746,2014-04-01,0.272727272727273
"135","bac ninh",2014,"3",1430.73,97.8,15.4,1177060,0.385134976111464,85,7.22138208757413,2014-07-01,-0.325396825396825
"136","bac ninh",2014,"4",1430.73,97.8,15.4,1177060,0.385134976111464,108,9.17540312303536,2014-10-01,0.270588235294118
"137","bac ninh",2015,"1",1481.1,97.5,16,1218500,0.380893019038985,95,7.79647107098892,2015-01-01,-0.150285718627943
"138","bac ninh",2015,"2",1481.1,97.5,16,1218500,0.380893019038985,115,9.43783340172343,2015-04-01,0.210526315789474
"139","bac ninh",2015,"3",1481.1,97.5,16,1218500,0.380893019038985,113,9.27369716864998,2015-07-01,-0.0173913043478261
"140","bac ninh",2015,"4",1481.1,97.5,16,1218500,0.380893019038985,101,8.28887977020927,2015-10-01,-0.106194690265487
"141","ben tre",2011,"1",534.89,94,5.8,1262660,0.110645896188658,287,22.7297926599401,2011-01-01,0
"142","ben tre",2011,"2",534.89,94,5.8,1262660,0.110645896188658,286,22.6505947761076,2011-04-01,-0.00348432055749136
"143","ben tre",2011,"3",534.89,94,5.8,1262660,0.110645896188658,311,24.6305418719212,2011-07-01,0.0874125874125874
"144","ben tre",2011,"4",534.89,94,5.8,1262660,0.110645896188658,260,20.5914497964614,2011-10-01,-0.163987138263666
"145","ben tre",2012,"1",537.28,95.1,2.5,1266730,0.110397180900955,291,22.9725355837471,2012-01-01,0.115634683852852
"146","ben tre",2012,"2",537.28,95.1,2.5,1266730,0.110397180900955,289,22.8146487412471,2012-04-01,-0.00687285223367698
"147","ben tre",2012,"3",537.28,95.1,2.5,1266730,0.110397180900955,317,25.0250645362469,2012-07-01,0.096885813148789
"148","ben tre",2012,"4",537.28,95.1,2.5,1266730,0.110397180900955,262,20.6831763674974,2012-10-01,-0.173501577287066
"149","ben tre",2013,"1",538.13,96.1,5.3,1269720,0.110148374179221,320,25.2024068298523,2013-01-01,0.218497893266364
"150","ben tre",2013,"2",538.13,96.1,5.3,1269720,0.110148374179221,261,20.5557130705982,2013-04-01,-0.184375
"151","ben tre",2013,"3",538.13,96.1,5.3,1269720,0.110148374179221,316,24.8873767444791,2013-07-01,0.210727969348659
"152","ben tre",2013,"4",538.13,96.1,5.3,1269720,0.110148374179221,235,18.5080175156727,2013-10-01,-0.256329113924051
"153","ben tre",2014,"1",539.24,95.1,7.4,1272510,0.109908416921064,302,23.7326229263424,2014-01-01,0.282288765193
"154","ben tre",2014,"2",539.24,95.1,7.4,1272510,0.109908416921064,267,20.9821533818988,2014-04-01,-0.115894039735099
"155","ben tre",2014,"3",539.24,95.1,7.4,1272510,0.109908416921064,379,29.7836559241185,2014-07-01,0.419475655430712
"156","ben tre",2014,"4",539.24,95.1,7.4,1272510,0.109908416921064,267,20.9821533818988,2014-10-01,-0.295514511873351
"157","ben tre",2015,"1",540.64,94.6,3.7,1275800,0.109680786292076,322,25.2390656842765,2015-01-01,0.202882527112312
"158","ben tre",2015,"2",540.64,94.6,3.7,1275800,0.109680786292076,288,22.5740711710299,2015-04-01,-0.105590062111801
"159","ben tre",2015,"3",540.64,94.6,3.7,1275800,0.109680786292076,290,22.7308355541621,2015-07-01,0.00694444444444445
"160","ben tre",2015,"4",540.64,94.6,3.7,1275800,0.109680786292076,235,18.4198150180279,2015-10-01,-0.189655172413793
"161","binh dinh",2011,"1",245.84,93.8,6.6,1487460,0.392088047842322,401,26.958708133328,2011-01-01,0
"162","binh dinh",2011,"2",245.84,93.8,6.6,1487460,0.392088047842322,382,25.6813628601778,2011-04-01,-0.0473815461346634
"163","binh dinh",2011,"3",245.84,93.8,6.6,1487460,0.392088047842322,334,22.4543853280088,2011-07-01,-0.12565445026178
"164","binh dinh",2011,"4",245.84,93.8,6.6,1487460,0.392088047842322,233,15.6642867707367,2011-10-01,-0.302395209580838
"165","binh dinh",2012,"1",245.84,95.7,2.8,1487510,0.458343137254902,287,19.2939879395769,2012-01-01,0.231718253244765
"166","binh dinh",2012,"2",245.84,95.7,2.8,1487510,0.458343137254902,272,18.285591357369,2012-04-01,-0.0522648083623694
"167","binh dinh",2012,"3",245.84,95.7,2.8,1487510,0.458343137254902,299,20.1007052053432,2012-07-01,0.099264705882353
"168","binh dinh",2012,"4",245.84,95.7,2.8,1487510,0.458343137254902,294,19.7645730112739,2012-10-01,-0.0167224080267558
"169","binh dinh",2013,"1",245.85,95.8,3.7,1487550,0.460257782053422,272,18.2850996605156,2013-01-01,-0.0748548096594021
"170","binh dinh",2013,"2",245.85,95.8,3.7,1487550,0.460257782053422,323,21.7135558468623,2013-04-01,0.1875
"171","binh dinh",2013,"3",245.85,95.8,3.7,1487550,0.460257782053422,315,21.1757587980236,2013-07-01,-0.0247678018575851
"172","binh dinh",2013,"4",245.85,95.8,3.7,1487550,0.460257782053422,262,17.6128533494672,2013-10-01,-0.168253968253968
"173","binh dinh",2014,"1",245.86,95.7,4.4,1487600,0.462187186695237,257,17.2761495025544,2014-01-01,-0.0191169392166079
"174","binh dinh",2014,"2",245.86,95.7,4.4,1487600,0.462187186695237,300,20.1667114815811,2014-04-01,0.167315175097276
"175","binh dinh",2014,"3",245.86,95.7,4.4,1487600,0.462187186695237,213,14.3183651519226,2014-07-01,-0.29
"176","binh dinh",2014,"4",245.86,95.7,4.4,1487600,0.462187186695237,243,16.3350363000807,2014-10-01,0.140845070422535
"177","binh dinh",2015,"1",245.86,96.1,2.3,1487600,0.464029130991044,191,12.8394729766066,2015-01-01,-0.213991769547325
"178","binh dinh",2015,"2",245.86,96.1,2.3,1487600,0.464029130991044,292,19.6289325087389,2015-04-01,0.528795811518325
"179","binh dinh",2015,"3",245.86,96.1,2.3,1487600,0.464029130991044,272,18.2844850766335,2015-07-01,-0.0684931506849315
"180","binh dinh",2015,"4",245.86,96.1,2.3,1487600,0.464029130991044,239,16.0661468136596,2015-10-01,-0.121323529411765
"181","binh duong",2011,"1",630.91,96.2,64.8,1699930,1.8176890818982,455,26.765808003859,2011-01-01,0
"182","binh duong",2011,"2",630.91,96.2,64.8,1699930,1.8176890818982,415,24.4127699375857,2011-04-01,-0.0879120879120879
"183","binh duong",2011,"3",630.91,96.2,64.8,1699930,1.8176890818982,489,28.7658903601913,2011-07-01,0.178313253012048
"184","binh duong",2011,"4",630.91,96.2,64.8,1699930,1.8176890818982,335,19.706693805039,2011-10-01,-0.314928425357873
"185","binh duong",2012,"1",664.23,97.1,59.1,1789710,1.81056251766701,438,24.4732386811271,2012-01-01,0.241874406901744
"186","binh duong",2012,"2",664.23,97.1,59.1,1789710,1.81056251766701,461,25.7583630867571,2012-04-01,0.0525114155251141
"187","binh duong",2012,"3",664.23,97.1,59.1,1789710,1.81056251766701,401,22.4058646372876,2012-07-01,-0.130151843817787
"188","binh duong",2012,"4",664.23,97.1,59.1,1789710,1.81056251766701,388,21.6794899732359,2012-10-01,-0.0324189526184539
"189","binh duong",2013,"1",695.32,97.2,54.5,1873480,1.80268078867845,472,25.1937570724,2013-01-01,0.162101004382604
"190","binh duong",2013,"2",695.32,97.2,54.5,1873480,1.80268078867845,465,24.8201208446314,2013-04-01,-0.0148305084745762
"191","binh duong",2013,"3",695.32,97.2,54.5,1873480,1.80268078867845,492,26.261289151739,2013-07-01,0.0580645161290322
"192","binh duong",2013,"4",695.32,97.2,54.5,1873480,1.80268078867845,415,22.1512906462839,2013-10-01,-0.15650406504065
"193","binh duong",2014,"1",734.06,97.2,70.2,1977840,3.34212952799122,446,22.5498523641953,2014-01-01,0.0179927086089778
"194","binh duong",2014,"2",734.06,97.2,70.2,1977840,3.34212952799122,492,24.8756218905473,2014-04-01,0.103139013452915
"195","binh duong",2014,"3",734.06,97.2,70.2,1977840,3.34212952799122,482,24.3700198196012,2014-07-01,-0.0203252032520325
"196","binh duong",2014,"4",734.06,97.2,70.2,1977840,3.34212952799122,441,22.2970513287222,2014-10-01,-0.0850622406639004
"197","binh duong",2015,"1",767.96,97.3,52,2069200,3.29561968029894,576,27.8368451575488,2015-01-01,0.248454100372026
"198","binh duong",2015,"2",767.96,97.3,52,2069200,3.29561968029894,519,25.0821573554997,2015-04-01,-0.0989583333333333
"199","binh duong",2015,"3",767.96,97.3,52,2069200,3.29561968029894,601,29.0450415619563,2015-07-01,0.157996146435453
"200","binh duong",2015,"4",767.96,97.3,52,2069200,3.29561968029894,501,24.2122559443263,2015-10-01,-0.166389351081531
"201","binh phuoc",2011,"1",130.91,94.9,10.9,899570,0.219709296019091,174,19.342574785731,2011-01-01,0
"202","binh phuoc",2011,"2",130.91,94.9,10.9,899570,0.219709296019091,214,23.789143701991,2011-04-01,0.229885057471264
"203","binh phuoc",2011,"3",130.91,94.9,10.9,899570,0.219709296019091,198,22.010516135487,2011-07-01,-0.0747663551401869
"204","binh phuoc",2011,"4",130.91,94.9,10.9,899570,0.219709296019091,140,15.56299120691,2011-10-01,-0.292929292929293
"205","binh phuoc",2012,"1",132.63,92.8,6.7,911350,0.229444062217546,207,22.7135568113239,2012-01-01,0.459459592911615
"206","binh phuoc",2012,"2",132.63,92.8,6.7,911350,0.229444062217546,202,22.1649201733692,2012-04-01,-0.0241545893719807
"207","binh phuoc",2012,"3",132.63,92.8,6.7,911350,0.229444062217546,182,19.9703736215504,2012-07-01,-0.0990099009900991
"208","binh phuoc",2012,"4",132.63,92.8,6.7,911350,0.229444062217546,175,19.2022823284139,2012-10-01,-0.0384615384615385
"209","binh phuoc",2013,"1",134.39,93.3,7.1,923490,0.239683732918087,181,19.5995625291016,2013-01-01,0.0206892177655262
"210","binh phuoc",2013,"2",134.39,93.3,7.1,923490,0.239683732918087,177,19.166423025696,2013-04-01,-0.0220994475138122
"211","binh phuoc",2013,"3",134.39,93.3,7.1,923490,0.239683732918087,223,24.1475273148599,2013-07-01,0.259887005649717
"212","binh phuoc",2013,"4",134.39,93.3,7.1,923490,0.239683732918087,168,18.1918591430335,2013-10-01,-0.246636771300448
"213","binh phuoc",2014,"1",135.98,92.7,8,934370,0.250481798715203,179,19.1572931493948,2014-01-01,0.0530695625318204
"214","binh phuoc",2014,"2",135.98,92.7,8,934370,0.250481798715203,176,18.8362211971703,2014-04-01,-0.0167597765363128
"215","binh phuoc",2014,"3",135.98,92.7,8,934370,0.250481798715203,186,19.9064610379186,2014-07-01,0.0568181818181818
"216","binh phuoc",2014,"4",135.98,92.7,8,934370,0.250481798715203,159,17.0168134678982,2014-10-01,-0.145161290322581
"217","binh phuoc",2015,"1",137.84,93.4,3.1,947200,0.261923794297895,176,18.5810810810811,2015-01-01,0.0919248257691653
"218","binh phuoc",2015,"2",137.84,93.4,3.1,947200,0.261923794297895,201,21.2204391891892,2015-04-01,0.142045454545455
"219","binh phuoc",2015,"3",137.84,93.4,3.1,947200,0.261923794297895,190,20.0591216216216,2015-07-01,-0.054726368159204
