"","province","year","quarter","pop_dens","literacy","in_migration","pop","urban_rural_ratio","cases","incidence","year_quarter","diff"
"1054","son la",2014,"2",81.82,75.8,2,1159740,0.160260514626436,97,8.36394364254057,2014-04-01,0.426470588235294
"1055","son la",2014,"3",81.82,75.8,2,1159740,0.160260514626436,82,7.07055029575594,2014-07-01,-0.154639175257732
"1056","son la",2014,"4",81.82,75.8,2,1159740,0.160260514626436,57,4.91489471778157,2014-10-01,-0.304878048780488
"1057","son la",2015,"1",83.07,77.7,0.6,1177400,0.160342958509904,58,4.92610837438424,2015-01-01,0.00228156598392544
"1058","son la",2015,"2",83.07,77.7,0.6,1177400,0.160342958509904,67,5.69050450144386,2015-04-01,0.155172413793103
"1059","son la",2015,"3",83.07,77.7,0.6,1177400,0.160342958509904,82,6.96449804654323,2015-07-01,0.223880597014925
"1060","son la",2015,"4",83.07,77.7,0.6,1177400,0.160342958509904,54,4.58637676235774,2015-10-01,-0.341463414634146
"1061","tay ninh",2011,"1",269.84,92.7,5.8,1090060,0.190502713978354,417,38.2547749665156,2011-01-01,0
"1062","tay ninh",2011,"2",269.84,92.7,5.8,1090060,0.190502713978354,431,39.5391079390125,2011-04-01,0.0335731414868105
"1063","tay ninh",2011,"3",269.84,92.7,5.8,1090060,0.190502713978354,408,37.429132341339,2011-07-01,-0.0533642691415314
"1064","tay ninh",2011,"4",269.84,92.7,5.8,1090060,0.190502713978354,460,42.1995119534704,2011-10-01,0.127450980392157
"1065","tay ninh",2012,"1",273.14,91.8,3.9,1103410,0.193507912299488,425,38.5169610570867,2012-01-01,-0.0872652484806979
"1066","tay ninh",2012,"2",273.14,91.8,3.9,1103410,0.193507912299488,464,42.0514586599723,2012-04-01,0.091764705882353
"1067","tay ninh",2012,"3",273.14,91.8,3.9,1103410,0.193507912299488,472,42.7764838092821,2012-07-01,0.0172413793103448
"1068","tay ninh",2012,"4",273.14,91.8,3.9,1103410,0.193507912299488,413,37.4294233331219,2012-10-01,-0.125
"1069","tay ninh",2013,"1",275.6,93.4,3.6,1111400,0.196574110959184,416,37.4302681302861,2013-01-01,2.25704028816219e-05
"1070","tay ninh",2013,"2",275.6,93.4,3.6,1111400,0.196574110959184,463,41.6591686161598,2013-04-01,0.112980769230769
"1071","tay ninh",2013,"3",275.6,93.4,3.6,1111400,0.196574110959184,446,40.1295663127587,2013-07-01,-0.0367170626349891
"1072","tay ninh",2013,"4",275.6,93.4,3.6,1111400,0.196574110959184,425,38.2400575850279,2013-10-01,-0.047085201793722
"1073","tay ninh",2014,"1",277.92,93.1,5.7,1120730,0.225940186834103,374,33.3711063324797,2014-01-01,-0.127325939343107
"1074","tay ninh",2014,"2",277.92,93.1,5.7,1120730,0.225940186834103,428,38.1893944125704,2014-04-01,0.144385026737968
"1075","tay ninh",2014,"3",277.92,93.1,5.7,1120730,0.225940186834103,421,37.5648015132994,2014-07-01,-0.016355140186916
"1076","tay ninh",2014,"4",277.92,93.1,5.7,1120730,0.225940186834103,375,33.4603338895184,2014-10-01,-0.109263657957245
"1077","tay ninh",2015,"1",280.19,93.4,1.8,1129900,0.224160346695558,385,34.0738118417559,2015-01-01,0.0183344838776292
"1078","tay ninh",2015,"2",280.19,93.4,1.8,1129900,0.224160346695558,439,38.8529958403399,2015-04-01,0.14025974025974
"1079","tay ninh",2015,"3",280.19,93.4,1.8,1129900,0.224160346695558,403,35.6668731746172,2015-07-01,-0.082004555808656
"1080","tay ninh",2015,"4",280.19,93.4,1.8,1129900,0.224160346695558,454,40.1805469510576,2015-10-01,0.126550868486352
"1081","thai binh",2011,"1",1145.65,97.7,2.3,1798660,0.109687330339075,229,12.7317002657534,2011-01-01,0
"1082","thai binh",2011,"2",1145.65,97.7,2.3,1798660,0.109687330339075,337,18.7361702600825,2011-04-01,0.471615720524017
"1083","thai binh",2011,"3",1145.65,97.7,2.3,1798660,0.109687330339075,322,17.9022160942035,2011-07-01,-0.0445103857566765
"1084","thai binh",2011,"4",1145.65,97.7,2.3,1798660,0.109687330339075,262,14.5663994306873,2011-10-01,-0.186335403726708
"1085","thai binh",2012,"1",1150.63,98.5,1.2,1806480,0.110729217904575,260,14.3926309729419,2012-01-01,-0.0119294035957406
"1086","thai binh",2012,"2",1150.63,98.5,1.2,1806480,0.110729217904575,391,21.6443027323856,2012-04-01,0.503846153846154
"1087","thai binh",2012,"3",1150.63,98.5,1.2,1806480,0.110729217904575,291,16.1086754351003,2012-07-01,-0.255754475703325
"1088","thai binh",2012,"4",1150.63,98.5,1.2,1806480,0.110729217904575,258,14.2819184269961,2012-10-01,-0.11340206185567
"1089","thai binh",2013,"1",1155.71,98.5,2.2,1815040,0.111734512623881,265,14.6002291960508,2013-01-01,0.0222876758946436
"1090","thai binh",2013,"2",1155.71,98.5,2.2,1815040,0.111734512623881,316,17.4100846262341,2013-04-01,0.192452830188679
"1091","thai binh",2013,"3",1155.71,98.5,2.2,1815040,0.111734512623881,297,16.3632757404795,2013-07-01,-0.0601265822784812
"1092","thai binh",2013,"4",1155.71,98.5,2.2,1815040,0.111734512623881,215,11.8454689703808,2013-10-01,-0.276094276094276
"1093","thai binh",2014,"1",1160.19,98.5,4.7,1822430,0.11283241229811,245,13.4435890541749,2014-01-01,0.134914040785565
"1094","thai binh",2014,"2",1160.19,98.5,4.7,1822430,0.11283241229811,376,20.6317938137542,2014-04-01,0.53469387755102
"1095","thai binh",2014,"3",1160.19,98.5,4.7,1822430,0.11283241229811,331,18.1625631711506,2014-07-01,-0.11968085106383
"1096","thai binh",2014,"4",1160.19,98.5,4.7,1822430,0.11283241229811,196,10.7548712433399,2014-10-01,-0.40785498489426
"1097","thai binh",2015,"1",1165.2,98.4,0.5,1830300,0.113924050632911,281,15.3526744249577,2015-01-01,0.427508900626305
"1098","thai binh",2015,"2",1165.2,98.4,0.5,1830300,0.113924050632911,311,16.991749986341,2015-04-01,0.106761565836299
"1099","thai binh",2015,"3",1165.2,98.4,0.5,1830300,0.113924050632911,298,16.2814839097416,2015-07-01,-0.0418006430868169
"1100","thai binh",2015,"4",1165.2,98.4,0.5,1830300,0.113924050632911,226,12.3477025624215,2015-10-01,-0.241610738255034
"1101","thai nguyen",2011,"1",322.63,97.8,7.7,1139440,0.394266066271842,145,12.7255493926841,2011-01-01,0
"1102","thai nguyen",2011,"2",322.63,97.8,7.7,1139440,0.394266066271842,221,19.3954925226427,2011-04-01,0.524137931034483
"1103","thai nguyen",2011,"3",322.63,97.8,7.7,1139440,0.394266066271842,197,17.2891946921295,2011-07-01,-0.108597285067873
"1104","thai nguyen",2011,"4",322.63,97.8,7.7,1139440,0.394266066271842,168,14.7440848135926,2011-10-01,-0.147208121827411
"1105","thai nguyen",2012,"1",325.09,97.8,4.7,1149080,0.397596662571912,158,13.750130539214,2012-01-01,-0.0674137653808346
"1106","thai nguyen",2012,"2",325.09,97.8,4.7,1149080,0.397596662571912,218,18.9716990984092,2012-04-01,0.379746835443038
"1107","thai nguyen",2012,"3",325.09,97.8,4.7,1149080,0.397596662571912,210,18.2754899571831,2012-07-01,-0.036697247706422
"1108","thai nguyen",2012,"4",325.09,97.8,4.7,1149080,0.397596662571912,166,14.44633968044,2012-10-01,-0.209523809523809
"1109","thai nguyen",2013,"1",326.88,98.1,4.1,1155990,0.424018822833773,144,12.4568551631069,2013-01-01,-0.137715474046811
"1110","thai nguyen",2013,"2",326.88,98.1,4.1,1155990,0.424018822833773,213,18.4257649287624,2013-04-01,0.479166666666667
"1111","thai nguyen",2013,"3",326.88,98.1,4.1,1155990,0.424018822833773,189,16.3496224015779,2013-07-01,-0.112676056338028
"1112","thai nguyen",2013,"4",326.88,98.1,4.1,1155990,0.424018822833773,154,13.3219145494338,2013-10-01,-0.185185185185185
"1113","thai nguyen",2014,"1",339.12,97.8,6.5,1198170,0.408865894526427,109,9.0972065733577,2014-01-01,-0.317124686575599
"1114","thai nguyen",2014,"2",339.12,97.8,6.5,1198170,0.408865894526427,209,17.4432676498327,2014-04-01,0.917431192660551
"1115","thai nguyen",2014,"3",339.12,97.8,6.5,1198170,0.408865894526427,177,14.7725281053607,2014-07-01,-0.15311004784689
"1116","thai nguyen",2014,"4",339.12,97.8,6.5,1198170,0.408865894526427,177,14.7725281053607,2014-10-01,0
"1117","thai nguyen",2015,"1",348.35,98.4,3.5,1230800,0.460023724792408,142,11.5372115697108,2015-01-01,-0.219008995114105
"1118","thai nguyen",2015,"2",348.35,98.4,3.5,1230800,0.460023724792408,191,15.518362040949,2015-04-01,0.345070422535211
"1119","thai nguyen",2015,"3",348.35,98.4,3.5,1230800,0.460023724792408,156,12.6746831329217,2015-07-01,-0.183246073298429
"1120","thai nguyen",2015,"4",348.35,98.4,3.5,1230800,0.460023724792408,160,12.9996750081248,2015-10-01,0.0256410256410256
"1121","thanh hoa",2011,"1",307.91,95.3,9.8,3427590,0.125900450348355,511,14.9084342059581,2011-01-01,0
"1122","thanh hoa",2011,"2",307.91,95.3,9.8,3427590,0.125900450348355,665,19.4013869803565,2011-04-01,0.301369863013699
"1123","thanh hoa",2011,"3",307.91,95.3,9.8,3427590,0.125900450348355,726,21.1810630793065,2011-07-01,0.0917293233082707
"1124","thanh hoa",2011,"4",307.91,95.3,9.8,3427590,0.125900450348355,560,16.3380100887212,2011-10-01,-0.228650137741047
"1125","thanh hoa",2012,"1",309.86,95.4,5.1,3449440,0.131197591633682,513,14.8719792198154,2012-01-01,-0.0897312990348744
"1126","thanh hoa",2012,"2",309.86,95.4,5.1,3449440,0.131197591633682,659,19.1045503038174,2012-04-01,0.284600389863548
"1127","thanh hoa",2012,"3",309.86,95.4,5.1,3449440,0.131197591633682,660,19.1335405167216,2012-07-01,0.00151745068285297
"1128","thanh hoa",2012,"4",309.86,95.4,5.1,3449440,0.131197591633682,557,16.1475485875968,2012-10-01,-0.156060606060606
"1129","thanh hoa",2013,"1",313.08,95.6,13.3,3484770,0.136744107151012,491,14.0898825460504,2013-01-01,-0.127429004494649
"1130","thanh hoa",2013,"2",313.08,95.6,13.3,3484770,0.136744107151012,659,18.9108606880798,2013-04-01,0.342158859470468
"1131","thanh hoa",2013,"3",313.08,95.6,13.3,3484770,0.136744107151012,616,17.676919854108,2013-07-01,-0.0652503793626707
"1132","thanh hoa",2013,"4",313.08,95.6,13.3,3484770,0.136744107151012,533,15.2951270815577,2013-10-01,-0.13474025974026
"1133","thanh hoa",2014,"1",315.12,95.8,5.7,3507090,0.142463905973105,502,14.3138613494379,2014-01-01,-0.0641554481298209
"1134","thanh hoa",2014,"2",315.12,95.8,5.7,3507090,0.142463905973105,551,15.7110310827495,2014-04-01,0.0976095617529881
"1135","thanh hoa",2014,"3",315.12,95.8,5.7,3507090,0.142463905973105,489,13.9431836650899,2014-07-01,-0.112522686025408
"1136","thanh hoa",2014,"4",315.12,95.8,5.7,3507090,0.142463905973105,403,11.4910082147878,2014-10-01,-0.175869120654397
"1137","thanh hoa",2015,"1",317.8,96,3.5,3537000,0.148413909542518,464,13.1184619734238,2015-01-01,0.141628456634613
"1138","thanh hoa",2015,"2",317.8,96,3.5,3537000,0.148413909542518,589,16.6525303929884,2015-04-01,0.269396551724138
"1139","thanh hoa",2015,"3",317.8,96,3.5,3537000,0.148413909542518,546,15.4368108566582,2015-07-01,-0.0730050933786077
"1140","thanh hoa",2015,"4",317.8,96,3.5,3537000,0.148413909542518,465,13.1467345207803,2015-10-01,-0.148351648351648
"1141","thua thien-hue",2011,"1",218.7,92.1,13.5,1100770,0.902587413796083,242,21.9846107724593,2011-01-01,0
"1142","thua thien-hue",2011,"2",218.7,92.1,13.5,1100770,0.902587413796083,342,31.0691606784342,2011-04-01,0.413223140495868
"1143","thua thien-hue",2011,"3",218.7,92.1,13.5,1100770,0.902587413796083,262,23.8015207536543,2011-07-01,-0.233918128654971
"1144","thua thien-hue",2011,"4",218.7,92.1,13.5,1100770,0.902587413796083,195,17.7148723166511,2011-10-01,-0.255725190839695
"1145","thua thien-hue",2012,"1",219.7,93.5,5,1105780,0.934230089733947,247,22.337173759699,2012-01-01,0.260927731254559
"1146","thua thien-hue",2012,"2",219.7,93.5,5,1105780,0.934230089733947,255,23.0606449745881,2012-04-01,0.0323886639676114
"1147","thua thien-hue",2012,"3",219.7,93.5,5,1105780,0.934230089733947,259,23.4223805820326,2012-07-01,0.0156862745098039
"1148","thua thien-hue",2012,"4",219.7,93.5,5,1105780,0.934230089733947,222,20.0763262131708,2012-10-01,-0.142857142857143
"1149","thua thien-hue",2013,"1",220.5,92.9,6.8,1109800,0.936485779096144,244,21.9859434132276,2013-01-01,0.0951178606972443
"1150","thua thien-hue",2013,"2",220.5,92.9,6.8,1109800,0.936485779096144,221,19.9134979275545,2013-04-01,-0.0942622950819673
"1151","thua thien-hue",2013,"3",220.5,92.9,6.8,1109800,0.936485779096144,241,21.7156244368355,2013-07-01,0.0904977375565612
"1152","thua thien-hue",2013,"4",220.5,92.9,6.8,1109800,0.936485779096144,201,18.1113714182736,2013-10-01,-0.16597510373444
"1153","thua thien-hue",2014,"1",220.85,92.5,7.1,1111580,0.944767136708772,224,20.151496068659,2014-01-01,0.112643300348149
"1154","thua thien-hue",2014,"2",220.85,92.5,7.1,1111580,0.944767136708772,234,21.051116428867,2014-04-01,0.0446428571428572
"1155","thua thien-hue",2014,"3",220.85,92.5,7.1,1111580,0.944767136708772,223,20.0615340326382,2014-07-01,-0.047008547008547
"1156","thua thien-hue",2014,"4",220.85,92.5,7.1,1111580,0.944767136708772,215,19.3418377444718,2014-10-01,-0.0358744394618835
"1157","thua thien-hue",2015,"1",221.47,92.6,3,1114700,0.946394272743146,229,20.5436440297838,2015-01-01,0.0621350618896315
"1158","thua thien-hue",2015,"2",221.47,92.6,3,1114700,0.946394272743146,246,22.0687180407284,2015-04-01,0.074235807860262
"1159","thua thien-hue",2015,"3",221.47,92.6,3,1114700,0.946394272743146,235,21.0819054454113,2015-07-01,-0.0447154471544716
"1160","thua thien-hue",2015,"4",221.47,92.6,3,1114700,0.946394272743146,200,17.9420471875841,2015-10-01,-0.148936170212766
"1161","tien giang",2011,"1",670.81,95.2,8.5,1682600,0.158750490672066,418,24.842505646024,2011-01-01,0
"1162","tien giang",2011,"2",670.81,95.2,8.5,1682600,0.158750490672066,390,23.1784143587305,2011-04-01,-0.0669856459330145
"1163","tien giang",2011,"3",670.81,95.2,8.5,1682600,0.158750490672066,427,25.3773921312255,2011-07-01,0.0948717948717949
"1164","tien giang",2011,"4",670.81,95.2,8.5,1682600,0.158750490672066,357,21.2171639129918,2011-10-01,-0.163934426229508
"1165","tien giang",2012,"1",674.74,95.7,8.1,1692460,0.158750915725837,476,28.1247415005377,2012-01-01,0.325565547585566
"1166","tien giang",2012,"2",674.74,95.7,8.1,1692460,0.158750915725837,412,24.3432636517259,2012-04-01,-0.134453781512605
"1167","tien giang",2012,"3",674.74,95.7,8.1,1692460,0.158750915725837,442,26.1158313933564,2012-07-01,0.0728155339805825
"1168","tien giang",2012,"4",674.74,95.7,8.1,1692460,0.158750915725837,385,22.7479526842584,2012-10-01,-0.1289592760181
"1169","tien giang",2013,"1",679.97,95.2,9.8,1705770,0.158748165860551,439,25.7361777965376,2013-01-01,0.131362375935795
"1170","tien giang",2013,"2",679.97,95.2,9.8,1705770,0.158748165860551,414,24.2705640268031,2013-04-01,-0.0569476082004557
"1171","tien giang",2013,"3",679.97,95.2,9.8,1705770,0.158748165860551,440,25.794802347327,2013-07-01,0.0628019323671498
"1172","tien giang",2013,"4",679.97,95.2,9.8,1705770,0.158748165860551,360,21.1048382841766,2013-10-01,-0.181818181818182
"1173","tien giang",2014,"1",683.89,94.5,7.6,1716090,0.162789752207233,377,21.9685447732928,2014-01-01,0.040924572720545
"1174","tien giang",2014,"2",683.89,94.5,7.6,1716090,0.162789752207233,411,23.9497928430327,2014-04-01,0.0901856763925729
"1175","tien giang",2014,"3",683.89,94.5,7.6,1716090,0.162789752207233,444,25.8727689107215,2014-07-01,0.0802919708029197
"1176","tien giang",2014,"4",683.89,94.5,7.6,1716090,0.162789752207233,358,20.8613767343205,2014-10-01,-0.193693693693694
"1177","tien giang",2015,"1",688.92,94.9,4.3,1728700,0.16277661935831,412,23.8329380459305,2015-01-01,0.142443202548626
"1178","tien giang",2015,"2",688.92,94.9,4.3,1728700,0.16277661935831,424,24.5271012899867,2015-04-01,0.029126213592233
"1179","tien giang",2015,"3",688.92,94.9,4.3,1728700,0.16277661935831,385,22.271070746804,2015-07-01,-0.0919811320754717
"1180","tien giang",2015,"4",688.92,94.9,4.3,1728700,0.16277661935831,351,20.3042748886446,2015-10-01,-0.0883116883116884
"1181","tra vinh",2011,"1",428.99,85.8,11.4,1004350,0.186109405262412,254,25.2899885498083,2011-01-01,0
"1182","tra vinh",2011,"2",428.99,85.8,11.4,1004350,0.186109405262412,313,31.1644347090158,2011-04-01,0.232283464566929
"1183","tra vinh",2011,"3",428.99,85.8,11.4,1004350,0.186109405262412,299,29.7704983322547,2011-07-01,-0.0447284345047924
"1184","tra vinh",2011,"4",428.99,85.8,11.4,1004350,0.186109405262412,273,27.1817593468412,2011-10-01,-0.0869565217391305
"1185","tra vinh",2012,"1",429.32,89.3,4,1005120,0.188745520561068,299,29.7476918178924,2012-01-01,0.094399057776565
"1186","tra vinh",2012,"2",429.32,89.3,4,1005120,0.188745520561068,287,28.5538045208532,2012-04-01,-0.0401337792642141
"1187","tra vinh",2012,"3",429.32,89.3,4,1005120,0.188745520561068,267,26.5639923591213,2012-07-01,-0.0696864111498257
"1188","tra vinh",2012,"4",429.32,89.3,4,1005120,0.188745520561068,308,30.6431072906718,2012-10-01,0.153558052434457
"1189","tra vinh",2013,"1",429.53,88.5,9.5,1005620,0.192168624708072,278,27.6446371392773,2013-01-01,-0.0978513739795338
"1190","tra vinh",2013,"2",429.53,88.5,9.5,1005620,0.192168624708072,276,27.4457548576997,2013-04-01,-0.00719424460431647
"1191","tra vinh",2013,"3",429.53,88.5,9.5,1005620,0.192168624708072,260,25.8546966050795,2013-07-01,-0.0579710144927537
"1192","tra vinh",2013,"4",429.53,88.5,9.5,1005620,0.192168624708072,296,29.4345776734751,2013-10-01,0.138461538461538
"1193","tra vinh",2014,"1",429.8,87.1,7.4,1006240,0.196067943277586,253,25.1431070122436,2014-01-01,-0.145796916430662
"1194","tra vinh",2014,"2",429.8,87.1,7.4,1006240,0.196067943277586,263,26.1369057083797,2014-04-01,0.0395256916996047
"1195","tra vinh",2014,"3",429.8,87.1,7.4,1006240,0.196067943277586,272,27.0313245349022,2014-07-01,0.0342205323193917
"1196","tra vinh",2014,"4",429.8,87.1,7.4,1006240,0.196067943277586,231,22.9567498807442,2014-10-01,-0.150735294117647
"1197","tra vinh",2015,"1",430.08,88.3,2.8,1006900,0.198143520171367,235,23.3389611679412,2015-01-01,0.0166491898540763
"1198","tra vinh",2015,"2",430.08,88.3,2.8,1006900,0.198143520171367,301,29.8937332406396,2015-04-01,0.280851063829787
"1199","tra vinh",2015,"3",430.08,88.3,2.8,1006900,0.198143520171367,285,28.3046975866521,2015-07-01,-0.053156146179402
"1200","tra vinh",2015,"4",430.08,88.3,2.8,1006900,0.198143520171367,288,28.6026417717748,2015-10-01,0.0105263157894736
"1201","tuyen quang",2011,"1",125.03,94,3.7,733600,0.151539886352934,53,7.22464558342421,2011-01-01,0
"1202","tuyen quang",2011,"2",125.03,94,3.7,733600,0.151539886352934,95,12.9498364231189,2011-04-01,0.792452830188679
"1203","tuyen quang",2011,"3",125.03,94,3.7,733600,0.151539886352934,68,9.26935659760087,2011-07-01,-0.284210526315789
"1204","tuyen quang",2011,"4",125.03,94,3.7,733600,0.151539886352934,68,9.26935659760087,2011-10-01,0
"1205","tuyen quang",2012,"1",125.87,93.5,2.1,738530,0.152602419040187,64,8.66586326892611,2012-01-01,-0.0651062802817361
"1206","tuyen quang",2012,"2",125.87,93.5,2.1,738530,0.152602419040187,92,12.4571784490813,2012-04-01,0.4375
"1207","tuyen quang",2012,"3",125.87,93.5,2.1,738530,0.152602419040187,115,15.5714730613516,2012-07-01,0.25
"1208","tuyen quang",2012,"4",125.87,93.5,2.1,738530,0.152602419040187,77,10.4261167454267,2012-10-01,-0.330434782608696
"1209","tuyen quang",2013,"1",126.7,93.2,3.3,743370,0.153692150107086,58,7.80230571586155,2013-01-01,-0.251657553203217
"1210","tuyen quang",2013,"2",126.7,93.2,3.3,743370,0.153692150107086,108,14.5284313329836,2013-04-01,0.862068965517241
"1211","tuyen quang",2013,"3",126.7,93.2,3.3,743370,0.153692150107086,71,9.55109837631328,2013-07-01,-0.342592592592593
"1212","tuyen quang",2013,"4",126.7,93.2,3.3,743370,0.153692150107086,40,5.38090049369762,2013-10-01,-0.436619718309859
"1213","tuyen quang",2014,"1",127.76,94.8,3.9,749590,0.15477877742174,45,6.00328179404741,2014-01-01,0.115664896810256
"1214","tuyen quang",2014,"2",127.76,94.8,3.9,749590,0.15477877742174,81,10.8059072292853,2014-04-01,0.8
"1215","tuyen quang",2014,"3",127.76,94.8,3.9,749590,0.15477877742174,62,8.27118824957643,2014-07-01,-0.234567901234568
"1216","tuyen quang",2014,"4",127.76,94.8,3.9,749590,0.15477877742174,53,7.07053189076695,2014-10-01,-0.145161290322581
"1217","tuyen quang",2015,"1",128.88,94.5,1.4,756200,0.155915622133904,47,6.2152869611214,2015-01-01,-0.120959065436417
"1218","tuyen quang",2015,"2",128.88,94.5,1.4,756200,0.155915622133904,59,7.80216873842899,2015-04-01,0.25531914893617
"1219","tuyen quang",2015,"3",128.88,94.5,1.4,756200,0.155915622133904,96,12.6950542184607,2015-07-01,0.627118644067796
"1220","tuyen quang",2015,"4",128.88,94.5,1.4,756200,0.155915622133904,53,7.00872784977519,2015-10-01,-0.447916666666667
"1221","vinh long",2011,"1",684.69,93,7.6,1024850,0.180906838739413,304,29.6628774942675,2011-01-01,0
"1222","vinh long",2011,"2",684.69,93,7.6,1024850,0.180906838739413,316,30.8337805532517,2011-04-01,0.0394736842105263
"1223","vinh long",2011,"3",684.69,93,7.6,1024850,0.180906838739413,310,30.2483290237596,2011-07-01,-0.0189873417721519
"1224","vinh long",2011,"4",684.69,93,7.6,1024850,0.180906838739413,253,24.6865394935844,2011-10-01,-0.183870967741935
"1225","vinh long",2012,"1",679.52,93.8,8,1022600,0.181418025116397,321,31.3905730490906,2012-01-01,0.27156635531069
"1226","vinh long",2012,"2",679.52,93.8,8,1022600,0.181418025116397,290,28.3590846860943,2012-04-01,-0.0965732087227414
"1227","vinh long",2012,"3",679.52,93.8,8,1022600,0.181418025116397,315,30.80383336593,2012-07-01,0.0862068965517241
"1228","vinh long",2012,"4",679.52,93.8,8,1022600,0.181418025116397,282,27.5767651085468,2012-10-01,-0.104761904761905
"1229","vinh long",2013,"1",673.49,93.4,9.9,1023840,0.196715563088072,329,32.1339271761213,2013-01-01,0.165253685471688
"1230","vinh long",2013,"2",673.49,93.4,9.9,1023840,0.196715563088072,327,31.938584153774,2013-04-01,-0.0060790273556231
"1231","vinh long",2013,"3",673.49,93.4,9.9,1023840,0.196715563088072,322,31.4502265979059,2013-07-01,-0.0152905198776758
"1232","vinh long",2013,"4",673.49,93.4,9.9,1023840,0.196715563088072,295,28.8130957962182,2013-10-01,-0.0838509316770186
"1233","vinh long",2014,"1",673.43,93.9,5.6,1023750,0.197074402778265,346,33.7973137973138,2014-01-01,0.172984466381077
"1234","vinh long",2014,"2",673.43,93.9,5.6,1023750,0.197074402778265,350,34.1880341880342,2014-04-01,0.0115606936416185
"1235","vinh long",2014,"3",673.43,93.9,5.6,1023750,0.197074402778265,306,29.8901098901099,2014-07-01,-0.125714285714286
"1236","vinh long",2014,"4",673.43,93.9,5.6,1023750,0.197074402778265,288,28.1318681318681,2014-10-01,-0.0588235294117647
"1237","vinh long",2015,"1",673.07,93.7,2.5,1023200,0.197565543071161,298,29.1243158717748,2015-01-01,0.0352784157544958
"1238","vinh long",2015,"2",673.07,93.7,2.5,1023200,0.197565543071161,327,31.9585613760751,2015-04-01,0.0973154362416106
"1239","vinh long",2015,"3",673.07,93.7,2.5,1023200,0.197565543071161,318,31.078967943706,2015-07-01,-0.0275229357798165
"1240","vinh long",2015,"4",673.07,93.7,2.5,1023200,0.197565543071161,252,24.6286161063331,2015-10-01,-0.207547169811321
"1241","yen bai",2011,"1",110.17,86.3,4.4,758650,0.235047048481099,37,4.87708429447044,2011-01-01,0
"1242","yen bai",2011,"2",110.17,86.3,4.4,758650,0.235047048481099,59,7.77697225334476,2011-04-01,0.594594594594595
"1243","yen bai",2011,"3",110.17,86.3,4.4,758650,0.235047048481099,69,9.09510314374217,2011-07-01,0.169491525423729
"1244","yen bai",2011,"4",110.17,86.3,4.4,758650,0.235047048481099,42,5.53614973966915,2011-10-01,-0.391304347826087
"1245","yen bai",2012,"1",111.19,86.8,1.8,765690,0.235701374991931,43,5.61584975642884,2012-01-01,0.0143962899320812
"1246","yen bai",2012,"2",111.19,86.8,1.8,765690,0.235701374991931,51,6.66065901343886,2012-04-01,0.186046511627907
"1247","yen bai",2012,"3",111.19,86.8,1.8,765690,0.235701374991931,61,7.96667058470138,2012-07-01,0.196078431372549
"1248","yen bai",2012,"4",111.19,86.8,1.8,765690,0.235701374991931,63,8.22787289895389,2012-10-01,0.0327868852459017
"1249","yen bai",2013,"1",112.48,88.1,4,774580,0.235745509077566,51,6.58421338015441,2013-01-01,-0.199767247134853
"1250","yen bai",2013,"2",112.48,88.1,4,774580,0.235745509077566,58,7.48792894213638,2013-04-01,0.137254901960784
"1251","yen bai",2013,"3",112.48,88.1,4,774580,0.235745509077566,62,8.00433783469751,2013-07-01,0.0689655172413795
"1252","yen bai",2013,"4",112.48,88.1,4,774580,0.235745509077566,55,7.10062227271554,2013-10-01,-0.112903225806452
"1253","yen bai",2014,"1",113.78,87.6,4.4,783530,0.248669322709163,43,5.48798386787998,2014-01-01,-0.227112264657732
"1254","yen bai",2014,"2",113.78,87.6,4.4,783530,0.248669322709163,83,10.5930851403265,2014-04-01,0.930232558139535
"1255","yen bai",2014,"3",113.78,87.6,4.4,783530,0.248669322709163,71,9.06155475859252,2014-07-01,-0.144578313253012
"1256","yen bai",2014,"4",113.78,87.6,4.4,783530,0.248669322709163,69,8.8062996949702,2014-10-01,-0.0281690140845069
"1257","yen bai",2015,"1",115.17,89,2.2,793100,0.248779719729177,55,6.93481276005548,2015-01-01,-0.212516834509236
"1258","yen bai",2015,"2",115.17,89,2.2,793100,0.248779719729177,105,13.2391879964695,2015-04-01,0.909090909090909
"1259","yen bai",2015,"3",115.17,89,2.2,793100,0.248779719729177,68,8.57395032152314,2015-07-01,-0.352380952380952
"1260","yen bai",2015,"4",115.17,89,2.2,793100,0.248779719729177,70,8.8261253309797,2015-10-01,0.0294117647058824
