province,ID,year,quarter,pop_dens,literacy,in_migration,pop,urban_rural_ratio,cases,incidence,diff
can tho,48,2013,1,853.96,94.5,9.6,1203230,2.06915110702989,440,36.5682371616399,0.0333151306947818
can tho,48,2014,2,855.79,94.2,8.2,1205720,2.1060047914681,449,37.239160003981,0.00447427293064877
can tho,48,2014,3,855.79,94.2,8.2,1205720,2.1060047914681,473,39.2296718972896,0.0534521158129175
can tho,48,2011,3,848.78,95.1,6.9,1195930,1.99869615365328,448,37.4603864774694,0.0370370370370372
can tho,48,2013,4,853.96,94.5,9.6,1203230,2.06915110702989,399,33.1607423352144,-0.203592814371258
can tho,48,2012,2,852.33,95.4,8.9,1200930,2.03341752967921,463,38.5534544061686,0.0619266055045872
can tho,48,2011,2,848.78,95.1,6.9,1195930,1.99869615365328,432,36.1225155318455,0.0164705882352941
can tho,48,2013,3,853.96,94.5,9.6,1203230,2.06915110702989,501,41.6379245863218,0.0329896907216494
cao bang,5,2012,2,76.91,85,4.4,515880,0.253170091823349,78,15.1197953012328,0.392857142857143
cao bang,5,2012,3,76.91,85,4.4,515880,0.253170091823349,66,12.793672947197,-0.153846153846154
cao bang,5,2012,1,76.91,85,4.4,515880,0.253170091823349,56,10.8552376521672,-0.0542696172937341
cao bang,5,2011,4,76.63,84.9,4.6,514020,0.239917020455423,59,11.4781526010661,-0.280487804878049
cao bang,5,2011,1,76.63,84.9,4.6,514020,0.239917020455423,40,7.78179837360414,0
cao bang,5,2015,4,77.87,85.5,4,522000,0.262763126058553,43,8.23754789272031,-0.245614035087719
cao bang,5,2015,3,77.87,85.5,4,522000,0.262763126058553,57,10.9195402298851,-0.278481012658228
cao bang,5,2013,1,77.2,86.5,8.1,517850,0.255211363195656,53,10.2346239258473,-0.00380419040262628
cao bang,5,2013,2,77.2,86.5,8.1,517850,0.255211363195656,74,14.2898522738245,0.39622641509434
cao bang,5,2014,1,77.55,81.5,3.3,519870,0.257151839044326,41,7.88658703137323,-0.257441982873341
cao bang,5,2012,4,76.91,85,4.4,515880,0.253170091823349,53,10.2737070636582,-0.196969696969697
cao bang,5,2015,2,77.87,85.5,4,522000,0.262763126058553,79,15.1340996168582,0.436363636363637
cao bang,5,2011,2,76.63,84.9,4.6,514020,0.239917020455423,79,15.3690517878682,0.975
cao bang,5,2011,3,76.63,84.9,4.6,514020,0.239917020455423,82,15.9526866658885,0.0379746835443038
cao bang,5,2013,3,77.2,86.5,8.1,517850,0.255211363195656,76,14.6760644974413,0.027027027027027
cao bang,5,2013,4,77.2,86.5,8.1,517850,0.255211363195656,55,10.6208361494641,-0.276315789473684
cao bang,5,2015,1,77.87,85.5,4,522000,0.262763126058553,55,10.5363984674329,0.14115780651341
cao bang,5,2014,2,77.55,81.5,3.3,519870,0.257151839044326,71,13.6572604689634,0.731707317073171
cao bang,5,2014,3,77.55,81.5,3.3,519870,0.257151839044326,61,11.7337026564333,-0.140845070422535
cao bang,5,2014,4,77.55,81.5,3.3,519870,0.257151839044326,48,9.23307750014427,-0.213114754098361
da nang,78,2011,3,753.58,97.7,22.8,968650,6.64462157682898,295,30.4547566200382,-0.0809968847352026
da nang,78,2012,2,775.08,97.7,17.5,996290,6.66200107667461,315,31.6173001836815,0.0327868852459016
da nang,78,2015,4,821.77,97.5,11.6,1056300,6.71585098612126,293,27.7383319132822,0.0851851851851852
da nang,78,2012,3,775.08,97.7,17.5,996290,6.66200107667461,275,27.6024049222616,-0.126984126984127
da nang,78,2011,4,753.58,97.7,22.8,968650,6.64462157682898,256,26.428534558406,-0.132203389830508
da nang,78,2012,1,775.08,97.7,17.5,996290,6.66200107667461,305,30.6135763683265,0.158353154264823
da nang,78,2015,3,821.77,97.5,11.6,1056300,6.71585098612126,270,25.560920193127,-0.0909090909090908
da nang,78,2011,2,753.58,97.7,22.8,968650,6.64462157682898,321,33.1389046611263,0.0808080808080808
da nang,78,2015,1,821.77,97.5,11.6,1056300,6.71585098612126,237,22.4368077250781,-0.147129095176838
da nang,78,2011,1,753.58,97.7,22.8,968650,6.64462157682898,297,30.6612295462757,0
da nang,78,2013,1,791.45,98.1,15.5,1017330,6.67970106439194,290,28.5059911729724,0.0179295321046832
da nang,78,2013,2,791.45,98.1,15.5,1017330,6.67970106439194,301,29.5872529071196,0.0379310344827585
da nang,78,2014,4,804.37,97.8,14,1033930,6.69701481426338,272,26.3073902488563,-0.0748299319727891
da nang,78,2014,3,804.37,97.8,14,1033930,6.69701481426338,294,28.4351938719256,-0.0546623794212218
da nang,78,2013,4,791.45,98.1,15.5,1017330,6.67970106439194,328,32.2412589818446,0.201465201465201
da nang,78,2015,2,821.77,97.5,11.6,1056300,6.71585098612126,297,28.1170122124396,0.253164556962025
da nang,78,2013,3,791.45,98.1,15.5,1017330,6.67970106439194,273,26.8349503111085,-0.0930232558139535
da nang,78,2012,4,775.08,97.7,17.5,996290,6.66200107667461,279,28.0038944484036,0.0145454545454545
da nang,78,2014,1,804.37,97.8,14,1033930,6.69701481426338,292,28.2417571789193,-0.124049181986892
da nang,78,2014,2,804.37,97.8,14,1033930,6.69701481426338,311,30.0794057624791,0.0650684931506849
dak lak,7,2012,1,135.41,94.6,8.4,1777260,0.319469913508297,186,10.4655480908815,-0.0833950164104698
dak lak,7,2015,4,138.67,92.9,2.5,1820100,0.323396830013087,193,10.6038129773089,-0.0721153846153847
dak lak,7,2011,2,134.12,93.2,7.7,1760420,0.318172968925496,216,12.2697992524511,0.270588235294118
dak lak,7,2012,2,135.41,94.6,8.4,1777260,0.319469913508297,220,12.3786052687845,0.182795698924731
dak lak,7,2012,3,135.41,94.6,8.4,1777260,0.319469913508297,235,13.2226010825653,0.0681818181818183
dak lak,7,2012,4,135.41,94.6,8.4,1777260,0.319469913508297,178,10.0154169901984,-0.242553191489362
dak lak,7,2011,4,134.12,93.2,7.7,1760420,0.318172968925496,201,11.4177298599198,-0.090497737556561
dak lak,7,2013,1,136.72,94.2,9.7,1794560,0.320772491756948,209,11.6463088445078,0.162838138033147
dak lak,7,2013,2,136.72,94.2,9.7,1794560,0.320772491756948,225,12.537892296719,0.0765550239234449
dak lak,7,2015,3,138.67,92.9,2.5,1820100,0.323396830013087,208,11.4279435195868,0.0196078431372549
dak lak,7,2015,2,138.67,92.9,2.5,1820100,0.323396830013087,204,11.2081753749794,0.0851063829787236
dak lak,7,2015,1,138.67,92.9,2.5,1820100,0.323396830013087,188,10.3291027965496,-0.155990782665464
dak lak,7,2014,1,137.58,91.4,3.7,1805830,0.32208067940552,190,10.5214776584728,0.0206174565831897
dak lak,7,2014,2,137.58,91.4,3.7,1805830,0.32208067940552,276,15.2838307038869,0.452631578947368
dak lak,7,2013,3,136.72,94.2,9.7,1794560,0.320772491756948,212,11.8134807417974,-0.0577777777777777
dak lak,7,2013,4,136.72,94.2,9.7,1794560,0.320772491756948,185,10.3089336661912,-0.127358490566038
dak lak,7,2011,3,134.12,93.2,7.7,1760420,0.318172968925496,221,12.5538223832949,0.023148148148148
dak lak,7,2014,3,137.58,91.4,3.7,1805830,0.32208067940552,210,11.6290016225226,-0.239130434782609
dak lak,7,2014,4,137.58,91.4,3.7,1805830,0.32208067940552,221,12.23813980275,0.0523809523809525
dak lak,7,2011,1,134.12,93.2,7.7,1760420,0.318172968925496,170,9.65678644868838,0
dong nai,43,2015,4,489.23,97.1,20.4,2890000,0.492922822605641,634,21.9377162629758,-0.0968660968660968
dong nai,43,2014,4,479.29,97.3,23.6,2831290,0.493540610542863,660,23.3109289405183,-0.0308370044052864
dong nai,43,2011,4,450.6,97.1,31.4,2661780,0.495306417091271,668,25.0959883987407,-0.0696378830083565
dong nai,43,2015,3,489.23,97.1,20.4,2890000,0.492922822605641,702,24.2906574394464,0.029325513196481
dong nai,43,2015,2,489.23,97.1,20.4,2890000,0.492922822605641,682,23.598615916955,0.153976311336717
dong nai,43,2014,3,479.29,97.3,23.6,2831290,0.493540610542863,681,24.0526403158984,0.0690737833594977
dong nai,43,2012,1,460.29,97,18.5,2719050,0.494714448274156,635,23.3537448741288,-0.0694231881578048
dong nai,43,2012,2,460.29,97,18.5,2719050,0.494714448274156,652,23.9789632408378,0.0267716535433071
dong nai,43,2013,2,469.16,97.2,14.6,2771420,0.494123609074441,694,25.0413145607667,0.223985890652557
dong nai,43,2015,1,489.23,97.1,20.4,2890000,0.492922822605641,591,20.4498269896194,-0.122736505190311
dong nai,43,2011,3,450.6,97.1,31.4,2661780,0.495306417091271,718,26.9744306441554,0.0961832061068702
dong nai,43,2013,4,469.16,97.2,14.6,2771420,0.494123609074441,592,21.3608908068788,-0.0558213716108452
dong nai,43,2013,1,469.16,97.2,14.6,2771420,0.494123609074441,567,20.458826161318,-0.130803573844816
dong nai,43,2012,3,460.29,97,18.5,2719050,0.494714448274156,696,25.5971754840845,0.0674846625766872
dong nai,43,2014,2,479.29,97.3,23.6,2831290,0.493540610542863,637,22.4985783865305,0.127433628318584
dong nai,43,2011,2,450.6,97.1,31.4,2661780,0.495306417091271,655,24.6075934149329,0.12736660929432
dong nai,43,2012,4,460.29,97,18.5,2719050,0.494714448274156,640,23.5376326290432,-0.0804597701149427
dong nai,43,2014,1,479.29,97.3,23.6,2831290,0.493540610542863,565,19.9555679566558,-0.0657895245534627
dong nai,43,2013,3,469.16,97.2,14.6,2771420,0.494123609074441,627,22.6237813106638,-0.0965417867435158
dong nai,43,2011,1,450.6,97.1,31.4,2661780,0.495306417091271,581,21.8274988917191,0
dong thap,9,2012,4,487.46,93,2.5,1646170,0.21789664484149,505,30.6772690548364,-0.217054263565891
dong thap,9,2011,4,489.56,91,5.8,1653230,0.217336239396795,516,31.211628146114,-0.107266435986159
dong thap,9,2013,1,485.15,94.7,3.8,1639210,0.218453602116968,630,38.4331476747946,0.252821677382506
dong thap,9,2012,2,487.46,93,2.5,1646170,0.21789664484149,655,39.7893291701343,-0.054834054834055
dong thap,9,2012,3,487.46,93,2.5,1646170,0.21789664484149,645,39.1818584957811,-0.0152671755725191
dong thap,9,2013,3,485.15,94.7,3.8,1639210,0.218453602116968,622,37.945107704321,-0.0660660660660661
dong thap,9,2011,2,489.56,91,5.8,1653230,0.217336239396795,594,35.9296649588986,0.0136518771331057
dong thap,9,2013,4,485.15,94.7,3.8,1639210,0.218453602116968,444,27.0862183612838,-0.286173633440514
dong thap,9,2015,3,481.12,93.6,1.8,1625600,0.219579894973743,661,40.6619094488189,0.0836065573770491
dong thap,9,2012,1,487.46,93,2.5,1646170,0.21789664484149,693,42.0977177326765,0.348783137348696
dong thap,9,2011,3,489.56,91,5.8,1653230,0.217336239396795,578,34.9618625357633,-0.026936026936027
dong thap,9,2014,4,483.12,92,3.2,1632370,0.21902187306305,492,30.1402255616067,-0.206451612903226
dong thap,9,2013,2,485.15,94.7,3.8,1639210,0.218453602116968,666,40.6293275419257,0.057142857142857
dong thap,9,2014,2,483.12,92,3.2,1632370,0.21902187306305,599,36.6951120150456,-0.0566929133858268
dong thap,9,2014,3,483.12,92,3.2,1632370,0.21902187306305,620,37.9815850573093,0.0350584307178631
dong thap,9,2011,1,489.56,91,5.8,1653230,0.217336239396795,586,35.445763747331,0
dong thap,9,2014,1,483.12,92,3.2,1632370,0.21902187306305,635,38.900494373212,0.436172959043081
dong thap,9,2015,4,481.12,93.6,1.8,1625600,0.219579894973743,515,31.6806102362205,-0.220877458396369
dong thap,9,2015,2,481.12,93.6,1.8,1625600,0.219579894973743,610,37.5246062992126,-0.0145395799676899
dong thap,9,2015,1,481.12,93.6,1.8,1625600,0.219579894973743,619,38.0782480314961,0.263369710145797
gia lai,49,2012,4,87.53,87.9,4.9,1359970,0.402223001257914,118,8.67666198519085,-0.169014084507042
gia lai,49,2015,2,91.81,84,1.7,1426400,0.404489956675857,150,10.5159842961301,0.260504201680672
gia lai,49,2015,4,91.81,84,1.7,1426400,0.404489956675857,137,9.60459899046551,-0.0551724137931034
gia lai,49,2013,3,89.01,83.9,8,1382970,0.40300082172603,132,9.54467558949218,-0.0222222222222222
gia lai,49,2012,3,87.53,87.9,4.9,1359970,0.402223001257914,142,10.4414067957381,0.0289855072463768
gia lai,49,2011,4,86,83.9,4.9,1336100,0.401449594596012,111,8.30776139510516,-0.125984251968504
gia lai,49,2015,3,91.81,84,1.7,1426400,0.404489956675857,145,10.1654514862591,-0.0333333333333333
gia lai,49,2014,4,90.31,85.6,5.2,1403130,0.403775736838946,145,10.3340388987478,-0.161849710982659
gia lai,49,2013,1,89.01,83.9,8,1382970,0.40300082172603,106,7.66466373095584,-0.116634514051863
gia lai,49,2013,2,89.01,83.9,8,1382970,0.40300082172603,135,9.76160003470791,0.273584905660377
gia lai,49,2012,2,87.53,87.9,4.9,1359970,0.402223001257914,138,10.1472826606469,0.179487179487179
gia lai,49,2011,1,86,83.9,4.9,1336100,0.401449594596012,103,7.70900381707956,0
gia lai,49,2013,4,89.01,83.9,8,1382970,0.40300082172603,123,8.89390225384499,-0.0681818181818181
gia lai,49,2014,1,90.31,85.6,5.2,1403130,0.403775736838946,120,8.55230805413611,-0.0384076853960475
gia lai,49,2012,1,87.53,87.9,4.9,1359970,0.402223001257914,117,8.60313095141805,0.035553447224293
gia lai,49,2011,2,86,83.9,4.9,1336100,0.401449594596012,143,10.7027917072075,0.388349514563107
gia lai,49,2014,3,90.31,85.6,5.2,1403130,0.403775736838946,173,12.3295774447129,0.21830985915493
gia lai,49,2014,2,90.31,85.6,5.2,1403130,0.403775736838946,142,10.1202311973944,0.183333333333333
gia lai,49,2011,3,86,83.9,4.9,1336100,0.401449594596012,127,9.50527655115635,-0.111888111888112
gia lai,49,2015,1,91.81,84,1.7,1426400,0.404489956675857,119,8.34268087492989,-0.192698909238594
ha giang,50,2011,3,94.7,81,2.4,749540,0.176893606330863,76,10.1395522587187,-0.361344537815126
ha giang,50,2015,4,101.92,74.9,1.1,806700,0.176290463692039,103,12.7680674352299,-0.0550458715596331
ha giang,50,2012,4,96.46,73.3,1.3,763500,0.177220654671046,59,7.7275703994761,-0.271604938271605
ha giang,50,2011,4,94.7,81,2.4,749540,0.176893606330863,63,8.40515516183259,-0.171052631578947
ha giang,50,2015,3,101.92,74.9,1.1,806700,0.176290463692039,109,13.511838353787,-0.0840336134453781
ha giang,50,2012,3,96.46,73.3,1.3,763500,0.177220654671046,81,10.6090373280943,-0.205882352941176
ha giang,50,2012,2,96.46,73.3,1.3,763500,0.177220654671046,102,13.3595284872299,0.186046511627907
ha giang,50,2014,2,100.12,73,1.4,792470,0.176295086833902,96,12.1140232437821,0.573770491803279
ha giang,50,2013,1,98.42,72.4,2.8,778960,0.176534557757371,67,8.60121187223991,0.113055129568673
ha giang,50,2011,2,94.7,81,2.4,749540,0.176893606330863,119,15.8764041945727,1.64444444444444
ha giang,50,2014,1,100.12,73,1.4,792470,0.176295086833902,61,7.69745226948654,-0.178629120569968
ha giang,50,2013,2,98.42,72.4,2.8,778960,0.176534557757371,99,12.709253363459,0.477611940298508
ha giang,50,2014,4,100.12,73,1.4,792470,0.176295086833902,96,12.1140232437821,0.156626506024096
ha giang,50,2012,1,96.46,73.3,1.3,763500,0.177220654671046,86,11.2639161755075,0.340119957173002
ha giang,50,2011,1,94.7,81,2.4,749540,0.176893606330863,45,6.00368225845185,0
ha giang,50,2013,3,98.42,72.4,2.8,778960,0.176534557757371,81,10.3984800246482,-0.181818181818182
ha giang,50,2015,2,101.92,74.9,1.1,806700,0.176290463692039,119,14.7514565513822,0.322222222222222
ha giang,50,2015,1,101.92,74.9,1.1,806700,0.176290463692039,90,11.1565637783563,-0.0790372815172927
ha giang,50,2014,3,100.12,73,1.4,792470,0.176295086833902,83,10.4735825961866,-0.135416666666667
ha giang,50,2013,4,98.42,72.4,2.8,778960,0.176534557757371,73,9.37146965184348,-0.0987654320987654
ha nam,80,2012,3,930.63,98.4,1.4,800810,0.120719333846477,190,23.7259774478341,0.217948717948718
ha nam,80,2015,2,956.26,98.2,2.6,824300,0.192418981481481,175,21.2301346597113,0.521739130434783
ha nam,80,2012,4,930.63,98.4,1.4,800810,0.120719333846477,155,19.355402654812,-0.184210526315789
ha nam,80,2013,1,938.33,98.2,6.1,807440,0.187080080565724,111,13.7471514911325,-0.289751200928142
ha nam,80,2012,2,930.63,98.4,1.4,800810,0.120719333846477,156,19.4802762203269,0.138686131386861
ha nam,80,2011,3,924.63,97.7,6.6,795650,0.11850873000253,183,23.0000628417018,-0.144859813084112
ha nam,80,2013,3,938.33,98.2,6.1,807440,0.187080080565724,168,20.8064995541464,0.0181818181818181
ha nam,80,2011,1,924.63,97.7,6.6,795650,0.11850873000253,153,19.2295607365047,0
ha nam,80,2012,1,930.63,98.4,1.4,800810,0.120719333846477,137,17.1076784755435,-0.0864614510693828
ha nam,80,2011,2,924.63,97.7,6.6,795650,0.11850873000253,214,26.8962483504053,0.398692810457516
ha nam,80,2014,2,945.56,98.1,6.7,815070,0.189344967970699,134,16.4403057406112,0.116666666666667
ha nam,80,2015,3,956.26,98.2,2.6,824300,0.192418981481481,134,16.2562173965789,-0.234285714285714
ha nam,80,2015,4,956.26,98.2,2.6,824300,0.192418981481481,109,13.2233410166202,-0.186567164179104
ha nam,80,2015,1,956.26,98.2,2.6,824300,0.192418981481481,115,13.9512313478103,-0.118509291886844
ha nam,80,2013,2,938.33,98.2,6.1,807440,0.187080080565724,165,20.434954919251,0.486486486486486
ha nam,80,2013,4,938.33,98.2,6.1,807440,0.187080080565724,133,16.4718121470326,-0.208333333333333
ha nam,80,2014,1,945.56,98.1,6.7,815070,0.189344967970699,120,14.7226618572638,-0.106190519546686
ha nam,80,2011,4,924.63,97.7,6.6,795650,0.11850873000253,149,18.7268271224785,-0.185792349726776
ha nam,80,2014,4,945.56,98.1,6.7,815070,0.189344967970699,129,15.8268614965586,-0.188679245283019
ha nam,80,2014,3,945.56,98.1,6.7,815070,0.189344967970699,159,19.5075269608745,0.186567164179104
ha noi,44,2014,4,2191.47,98.6,7.5,7285530,0.967985132481368,519,7.1237095997134,0.307304785894207
ha noi,44,2014,3,2191.47,98.6,7.5,7285530,0.967985132481368,397,5.44915743947249,-0.2321083172147
ha noi,44,2011,3,2050.47,98,11,6825820,0.738863060286082,534,7.8232358896074,-0.0565371024734982
ha noi,44,2015,2,2236.01,98.5,4.7,7433600,0.964949380137982,562,7.56026689625484,0.569832402234637
ha noi,44,2015,3,2236.01,98.5,4.7,7433600,0.964949380137982,525,7.0625269048644,-0.0658362989323844
ha noi,44,2013,1,2144.33,98.2,7.7,7128390,0.737042948522693,349,4.89591618864849,-0.295690219777722
ha noi,44,2015,4,2236.01,98.5,4.7,7433600,0.964949380137982,457,6.14776151528196,-0.12952380952381
ha noi,44,2011,1,2050.47,98,11,6825820,0.738863060286082,434,6.35821044211538,0
ha noi,44,2014,1,2191.47,98.6,7.5,7285530,0.967985132481368,389,5.3393507404403,-0.193623423206627
ha noi,44,2012,1,2103.57,98.3,6.1,6991430,0.739672341632619,421,6.02165794408297,-0.119855391265944
ha noi,44,2012,3,2103.57,98.3,6.1,6991430,0.739672341632619,537,7.68083210444787,-0.0444839857651247
ha noi,44,2015,1,2236.01,98.5,4.7,7433600,0.964949380137982,358,4.81597072750753,-0.323951845580386
ha noi,44,2011,2,2050.47,98,11,6825820,0.738863060286082,566,8.29204403280485,0.304147465437788
ha noi,44,2013,4,2144.33,98.2,7.7,7128390,0.737042948522693,472,6.62141100585125,-0.22495894909688
ha noi,44,2011,4,2050.47,98,11,6825820,0.738863060286082,467,6.84166883978775,-0.125468164794007
ha noi,44,2013,2,2144.33,98.2,7.7,7128390,0.737042948522693,525,7.36491690269472,0.504297994269341
ha noi,44,2014,2,2191.47,98.6,7.5,7285530,0.967985132481368,517,7.09625792495536,0.329048843187661
ha noi,44,2013,3,2144.33,98.2,7.7,7128390,0.737042948522693,609,8.54330360712587,0.16
ha noi,44,2012,2,2103.57,98.3,6.1,6991430,0.739672341632619,562,8.03841274245755,0.334916864608076
ha noi,44,2012,4,2103.57,98.3,6.1,6991430,0.739672341632619,486,6.95136760290813,-0.0949720670391062
ha tinh,52,2011,1,206.21,97.4,6.2,1236710,0.187477195475582,190,15.3633430634506,0
ha tinh,52,2011,4,206.21,97.4,6.2,1236710,0.187477195475582,238,19.2446086794802,-0.131386861313869
ha tinh,52,2011,2,206.21,97.4,6.2,1236710,0.187477195475582,251,20.2957847838216,0.321052631578947
ha tinh,52,2015,1,210.29,97.6,3.9,1261300,0.21395572666025,123,9.75184333624039,-0.422594276046427
ha tinh,52,2012,3,207.09,98.4,3.7,1242090,0.193720447468573,157,12.6399858303344,-0.32618025751073
ha tinh,52,2012,4,207.09,98.4,3.7,1242090,0.193720447468573,203,16.3434211691584,0.292993630573249
ha tinh,52,2015,3,210.29,97.6,3.9,1261300,0.21395572666025,156,12.3681915484024,-0.260663507109005
ha tinh,52,2011,3,206.21,97.4,6.2,1236710,0.187477195475582,274,22.1555578915025,0.0916334661354581
ha tinh,52,2013,3,208.02,98.3,6.9,1247560,0.200211650392034,298,23.8866266953092,0.568421052631579
ha tinh,52,2013,4,208.02,98.3,6.9,1247560,0.200211650392034,254,20.3597422168072,-0.147651006711409
ha tinh,52,2015,4,210.29,97.6,3.9,1261300,0.21395572666025,120,9.51399349877111,-0.230769230769231
ha tinh,52,2015,2,210.29,97.6,3.9,1261300,0.21395572666025,211,16.7287719020059,0.715447154471545
ha tinh,52,2013,2,208.02,98.3,6.9,1247560,0.200211650392034,190,15.2297284298952,0.283783783783784
ha tinh,52,2014,1,209.29,97.5,10.9,1255250,0.206947943308783,167,13.3041226847242,-0.346547586749824
ha tinh,52,2013,1,208.02,98.3,6.9,1247560,0.200211650392034,148,11.8631568822341,-0.274132584637725
ha tinh,52,2012,2,207.09,98.4,3.7,1242090,0.193720447468573,233,18.7587050857828,0.287292817679558
ha tinh,52,2014,4,209.29,97.5,10.9,1255250,0.206947943308783,212,16.8890659231229,-0.0275229357798165
ha tinh,52,2014,3,209.29,97.5,10.9,1255250,0.206947943308783,218,17.3670583549094,0.013953488372093
ha tinh,52,2014,2,209.29,97.5,10.9,1255250,0.206947943308783,215,17.1280621390161,0.287425149700599
ha tinh,52,2012,1,207.09,98.4,3.7,1242090,0.193720447468573,181,14.5722129636339,-0.242789853182536
hai duong,79,2015,1,1094.69,98.2,1.4,1812800,0.292088382038489,200,11.0326566637246,0.165431441773532
hai duong,79,2011,1,1055.45,97.6,7.8,1747830,0.251722359883696,186,10.6417672199241,0
hai duong,79,2015,4,1094.69,98.2,1.4,1812800,0.292088382038489,193,10.6465136804943,-0.268939393939394
hai duong,79,2015,3,1094.69,98.2,1.4,1812800,0.292088382038489,264,14.5631067961165,0.113924050632912
hai duong,79,2013,1,1074.68,98.7,5.6,1779670,0.271000271385925,170,9.55233273584428,-0.438973409288784
hai duong,79,2014,4,1084.41,98,4,1795790,0.281306857505726,170,9.46658573663959,-0.306122448979592
hai duong,79,2014,3,1084.41,98,4,1795790,0.281306857505726,245,13.6430206204512,0.079295154185022
hai duong,79,2012,4,1067.53,98.4,5.6,1767830,0.26115026823422,301,17.0265240436015,0.0636042402826854
hai duong,79,2015,2,1094.69,98.2,1.4,1812800,0.292088382038489,237,13.0736981465137,0.185
hai duong,79,2011,2,1055.45,97.6,7.8,1747830,0.251722359883696,287,16.4203612479475,0.543010752688172
hai duong,79,2012,2,1067.53,98.4,5.6,1767830,0.26115026823422,243,13.7456655900171,0.472727272727273
hai duong,79,2013,4,1074.68,98.7,5.6,1779670,0.271000271385925,210,11.7999404383959,-0.0322580645161289
hai duong,79,2012,3,1067.53,98.4,5.6,1767830,0.26115026823422,283,16.0083265924891,0.164609053497942
hai duong,79,2011,4,1055.45,97.6,7.8,1747830,0.251722359883696,227,12.9875331124881,-0.0381355932203389
hai duong,79,2012,1,1067.53,98.4,5.6,1767830,0.26115026823422,165,9.33347663519682,-0.281351080735856
hai duong,79,2014,2,1084.41,98,4,1795790,0.281306857505726,227,12.6406762483364,0.513333333333333
hai duong,79,2013,3,1074.68,98.7,5.6,1779670,0.271000271385925,217,12.1932717863424,-0.103305785123967
hai duong,79,2011,3,1055.45,97.6,7.8,1747830,0.251722359883696,236,13.502457332807,-0.177700348432056
hai duong,79,2014,1,1084.41,98,4,1795790,0.281306857505726,150,8.35286976762316,-0.292126107650195
hai duong,79,2013,2,1074.68,98.7,5.6,1779670,0.271000271385925,242,13.5980266004372,0.423529411764706
hai phong,13,2012,2,1255.29,98.3,6,1912940,0.850064798158572,404,21.1193241816262,0.278481012658228
hai phong,13,2015,2,1289.45,98.2,2.9,1969500,0.844792056950169,290,14.7245493780147,0.203319502074689
hai phong,13,2012,3,1255.29,98.3,6,1912940,0.850064798158572,374,19.5510575344757,-0.0742574257425742
hai phong,13,2012,1,1255.29,98.3,6,1912940,0.850064798158572,316,16.5190753499848,-0.162411829969317
hai phong,13,2015,1,1289.45,98.2,2.9,1969500,0.844792056950169,241,12.2366082762122,-0.190844944729153
hai phong,13,2015,3,1289.45,98.2,2.9,1969500,0.844792056950169,321,16.2985529322163,0.106896551724138
hai phong,13,2011,4,1238.15,98.3,7.1,1886200,0.851838397722252,372,19.7221927685293,-0.0606060606060606
hai phong,13,2011,3,1238.15,98.3,7.1,1886200,0.851838397722252,396,20.9945923019828,0.0127877237851662
hai phong,13,2012,4,1255.29,98.3,6,1912940,0.850064798158572,396,20.7011197423861,0.0588235294117648
hai phong,13,2013,1,1265.01,98.5,6.6,1932170,0.848294400122443,261,13.5081281667762,-0.347468719814321
hai phong,13,2013,2,1265.01,98.5,6.6,1932170,0.848294400122443,348,18.0108375557016,0.333333333333333
hai phong,13,2015,4,1289.45,98.2,2.9,1969500,0.844792056950169,324,16.4508758568165,0.00934579439252339
hai phong,13,2013,4,1265.01,98.5,6.6,1932170,0.848294400122443,352,18.2178586770315,0.0352941176470589
hai phong,13,2014,4,1277.14,98.1,4,1950710,0.84652884269514,295,15.1226989147541,-0.0978593272171253
hai phong,13,2014,1,1277.14,98.1,4,1950710,0.84652884269514,255,13.0721634686858,-0.282453349736064
hai phong,13,2013,3,1265.01,98.5,6.6,1932170,0.848294400122443,340,17.5967953130418,-0.0229885057471264
hai phong,13,2011,1,1238.15,98.3,7.1,1886200,0.851838397722252,312,16.5411939348956,0
hai phong,13,2011,2,1238.15,98.3,7.1,1886200,0.851838397722252,391,20.7295090658467,0.253205128205128
hai phong,13,2014,3,1277.14,98.1,4,1950710,0.84652884269514,327,16.7631272716088,-0.180451127819549
hai phong,13,2014,2,1277.14,98.1,4,1950710,0.84652884269514,399,20.4540910745318,0.564705882352941
ho chi minh city,20,2011,4,3633.05,97.5,25,7613430,4.8013273796824,2308,30.3148515189606,-0.111624326404927
ho chi minh city,20,2012,1,3717.25,98.2,14.8,7789870,4.6538467121498,2463,31.6179859227433,0.0429866662209323
ho chi minh city,20,2011,3,3633.05,97.5,25,7613430,4.8013273796824,2598,34.1239099853811,-0.0654676258992806
ho chi minh city,20,2014,4,3882.56,98.4,16.9,8135910,4.38239458050517,3038,37.3406293825768,0.00863213811420984
ho chi minh city,20,2015,1,3964.64,98.3,10.4,8307900,4.25716636081757,2806,33.7750815488872,-0.0954870845147898
ho chi minh city,20,2012,2,3717.25,98.2,14.8,7789870,4.6538467121498,3271,41.9904311625226,0.328055217214779
ho chi minh city,20,2012,3,3717.25,98.2,14.8,7789870,4.6538467121498,3292,42.2600120412793,0.00642005502904312
ho chi minh city,20,2012,4,3717.25,98.2,14.8,7789870,4.6538467121498,3117,40.0135047183072,-0.0531591737545565
ho chi minh city,20,2015,2,3964.64,98.3,10.4,8307900,4.25716636081757,3290,39.6008618303061,0.172487526728439
ho chi minh city,20,2013,2,3805.12,98.1,16.5,7974020,4.51442224573487,3215,40.3184341147878,0.194279346210995
