province,ID,year,quarter,pop_dens,literacy,in_migration,pop,urban_rural_ratio,cases,incidence,diff
ho chi minh city,20,2011,2,3633.05,97.5,25,7613430,4.8013273796824,2780,36.5144225401692,-0.116619002224341
ho chi minh city,20,2015,4,3964.64,98.3,10.4,8307900,4.25716636081757,3073,36.9888900925625,-0.01915097350782
ho chi minh city,20,2013,1,3805.12,98.1,16.5,7974020,4.51442224573487,2692,33.7596344127554,-0.1562939899811
ho chi minh city,20,2011,1,3633.05,97.5,25,7613430,4.8013273796824,3147,41.3348517028462,0
ho chi minh city,20,2015,3,3964.64,98.3,10.4,8307900,4.25716636081757,3133,37.7110942596805,-0.0477203647416414
ho chi minh city,20,2013,3,3805.12,98.1,16.5,7974020,4.51442224573487,3106,38.9514949799474,-0.0339035769828927
ho chi minh city,20,2013,4,3805.12,98.1,16.5,7974020,4.51442224573487,3077,38.5878139257238,-0.00933676754668383
ho chi minh city,20,2014,2,3882.56,98.4,16.9,8135910,4.38239458050517,3262,40.0938555121677,0.138966480446927
ho chi minh city,20,2014,3,3882.56,98.4,16.9,8135910,4.38239458050517,3012,37.0210584925349,-0.0766400980993256
ho chi minh city,20,2014,1,3882.56,98.4,16.9,8135910,4.38239458050517,2864,35.2019626569124,-0.0877440550358386
hoa binh,53,2015,4,179.79,96.8,1.8,828600,0.182531753960325,98,11.8271783731595,-0.0576923076923078
hoa binh,53,2011,2,174.06,97,5.6,802180,0.178272939586669,121,15.0838963823581,-0.0833333333333334
hoa binh,53,2013,3,176.35,97.5,2.7,812750,0.180379057439547,101,12.4269455552138,-0.223076923076923
hoa binh,53,2012,2,175.41,96.4,2.1,808430,0.179328956965718,127,15.7094615489282,0.336842105263158
hoa binh,53,2015,3,179.79,96.8,1.8,828600,0.182531753960325,104,12.5512913347816,-0.0545454545454545
hoa binh,53,2013,2,176.35,97.5,2.7,812750,0.180379057439547,130,15.9950784374039,0.130434782608696
hoa binh,53,2012,4,175.41,96.4,2.1,808430,0.179328956965718,89,11.0089927390127,-0.212389380530973
hoa binh,53,2012,1,175.41,96.4,2.1,808430,0.179328956965718,95,11.7511720247888,0.327683827442968
hoa binh,53,2011,3,174.06,97,5.6,802180,0.178272939586669,110,13.712633074871,-0.0909090909090908
hoa binh,53,2011,1,174.06,97,5.6,802180,0.178272939586669,132,16.4551596898452,0
hoa binh,53,2011,4,174.06,97,5.6,802180,0.178272939586669,71,8.85088134832581,-0.354545454545455
hoa binh,53,2013,1,176.35,97.5,2.7,812750,0.180379057439547,115,14.1494924638573,0.285266763208555
hoa binh,53,2013,4,176.35,97.5,2.7,812750,0.180379057439547,84,10.335281451861,-0.168316831683168
hoa binh,53,2012,3,175.41,96.4,2.1,808430,0.179328956965718,113,13.9777098821172,-0.110236220472441
hoa binh,53,2014,1,177.84,96.7,3.4,819620,0.181451264162366,97,11.8347526902711,0.145082767740219
hoa binh,53,2014,4,177.84,96.7,3.4,819620,0.181451264162366,95,11.5907371708841,0.0215053763440861
hoa binh,53,2014,3,177.84,96.7,3.4,819620,0.181451264162366,93,11.346721651497,-0.0970873786407768
hoa binh,53,2015,2,179.79,96.8,1.8,828600,0.182531753960325,110,13.2754042964036,0.195652173913043
hoa binh,53,2015,1,179.79,96.8,1.8,828600,0.182531753960325,92,11.1030654115375,-0.0420742660416428
hoa binh,53,2014,2,177.84,96.7,3.4,819620,0.181451264162366,103,12.5667992484322,0.0618556701030929
hung yen,81,2013,1,1269.46,98,10.9,1175520,0.138110313979494,115,9.78290458690622,-0.338567582955866
hung yen,81,2012,3,1255.84,97.9,7,1162910,0.137865578614691,180,15.4784119149375,-0.192825112107623
hung yen,81,2012,4,1255.84,97.9,7,1162910,0.137865578614691,172,14.7904824964959,-0.0444444444444444
hung yen,81,2015,2,1298.06,98,3.5,1202000,0.138365375509044,149,12.396006655574,0.146153846153846
hung yen,81,2011,2,1242.7,96.5,8,1150740,0.13769068781081,197,17.1194188087665,0.41726618705036
hung yen,81,2013,2,1269.46,98,10.9,1175520,0.138110313979494,164,13.9512726282837,0.426086956521739
hung yen,81,2015,4,1298.06,98,3.5,1202000,0.138365375509044,123,10.2329450915141,-0.280701754385965
hung yen,81,2011,1,1242.7,96.5,8,1150740,0.13769068781081,139,12.0791838295358,0
hung yen,81,2012,2,1255.84,97.9,7,1162910,0.137865578614691,223,19.1760325390615,0.627737226277372
hung yen,81,2011,3,1242.7,96.5,8,1150740,0.13769068781081,189,16.424213984045,-0.0406091370558375
hung yen,81,2011,4,1242.7,96.5,8,1150740,0.13769068781081,140,12.166084432626,-0.259259259259259
hung yen,81,2012,1,1255.84,97.9,7,1162910,0.137865578614691,137,11.7807912908136,-0.0316694450006573
hung yen,81,2013,4,1269.46,98,10.9,1175520,0.138110313979494,185,15.7377160745883,0.128048780487805
hung yen,81,2014,1,1283.64,98,7.4,1188650,0.138368273365448,140,11.7780675556303,-0.251602487946239
hung yen,81,2014,2,1283.64,98,7.4,1188650,0.138368273365448,163,13.7130357969125,0.164285714285714
hung yen,81,2015,3,1298.06,98,3.5,1202000,0.138365375509044,171,14.2262895174709,0.147651006711409
hung yen,81,2015,1,1298.06,98,3.5,1202000,0.138365375509044,130,10.8153078202995,-0.181170978305796
hung yen,81,2014,4,1283.64,98,7.4,1188650,0.138368273365448,157,13.2082614730997,-0.0308641975308641
hung yen,81,2013,3,1269.46,98,10.9,1175520,0.138110313979494,164,13.9512726282837,0
hung yen,81,2014,3,1283.64,98,7.4,1188650,0.138368273365448,162,13.6289067429437,-0.00613496932515346
khanh hoa,54,2011,2,224.28,94.2,5,1170240,0.674642243846594,289,24.6957888980038,0.0395683453237411
khanh hoa,54,2015,4,229.68,94.8,1.6,1198400,0.702756464904803,267,22.2797062750334,-0.135922330097087
khanh hoa,54,2015,3,229.68,94.8,1.6,1198400,0.702756464904803,309,25.7843791722296,-0.043343653250774
khanh hoa,54,2012,2,225.69,94.2,3.1,1177600,0.682502035976054,334,28.3627717391304,0.0308641975308642
khanh hoa,54,2011,3,224.28,94.2,5,1170240,0.674642243846594,275,23.4994531036369,-0.0484429065743946
khanh hoa,54,2013,1,227.1,93,3.4,1184920,0.688362947236432,271,22.870742328596,0.0816299665122359
khanh hoa,54,2015,2,229.68,94.8,1.6,1198400,0.702756464904803,323,26.9526034712951,0.307692307692308
khanh hoa,54,2011,4,224.28,94.2,5,1170240,0.674642243846594,251,21.4485917418649,-0.0872727272727272
khanh hoa,54,2012,3,225.69,94.2,3.1,1177600,0.682502035976054,328,27.8532608695652,-0.0179640718562873
khanh hoa,54,2011,1,224.28,94.2,5,1170240,0.674642243846594,278,23.7558107738584,0
khanh hoa,54,2015,1,229.68,94.8,1.6,1198400,0.702756464904803,247,20.6108144192256,-0.12245777107572
khanh hoa,54,2013,2,227.1,93,3.4,1184920,0.688362947236432,323,27.2592242514263,0.191881918819188
khanh hoa,54,2012,1,225.69,94.2,3.1,1177600,0.682502035976054,324,27.5135869565217,0.282768924302789
khanh hoa,54,2014,4,228.48,95.6,3.5,1192150,0.69565897647427,280,23.4869773099023,-0.166666666666667
khanh hoa,54,2012,4,225.69,94.2,3.1,1177600,0.682502035976054,249,21.1447010869565,-0.240853658536585
khanh hoa,54,2014,3,228.48,95.6,3.5,1192150,0.69565897647427,336,28.1843727718827,0.024390243902439
khanh hoa,54,2014,2,228.48,95.6,3.5,1192150,0.69565897647427,328,27.5133162773141,0.0445859872611466
khanh hoa,54,2013,3,227.1,93,3.4,1184920,0.688362947236432,283,23.8834689261722,-0.123839009287926
khanh hoa,54,2013,4,227.1,93,3.4,1184920,0.688362947236432,290,24.4742261080917,0.0247349823321554
khanh hoa,54,2014,1,228.48,95.6,3.5,1192150,0.69565897647427,314,26.338967411819,0.076192043641812
kien giang,21,2012,1,267.49,92.3,4.4,1698150,0.375911521633447,551,32.4470747578247,-0.0251782655426233
kien giang,21,2012,4,267.49,92.3,4.4,1698150,0.375911521633447,533,31.3870977239938,0.0133079847908745
kien giang,21,2012,2,267.49,92.3,4.4,1698150,0.375911521633447,595,35.0381297294114,0.0798548094373864
kien giang,21,2011,2,266.91,92.6,7.3,1694450,0.373169526001442,608,35.8818495677063,0.149338374291115
kien giang,21,2014,4,268.32,91.9,3,1703400,0.38145249584364,549,32.229658330398,-0.0368421052631581
kien giang,21,2013,1,267.95,91.7,4.1,1701110,0.378667293415891,472,27.7465889918935,-0.115987427831445
kien giang,21,2013,2,267.95,91.7,4.1,1701110,0.378667293415891,529,31.0973423235417,0.120762711864407
kien giang,21,2011,4,266.91,92.6,7.3,1694450,0.373169526001442,564,33.2851367700434,0.0198915009041593
kien giang,21,2012,3,267.49,92.3,4.4,1698150,0.375911521633447,526,30.9748844330595,-0.115966386554622
kien giang,21,2011,1,266.91,92.6,7.3,1694450,0.373169526001442,529,31.2195697719024,0
kien giang,21,2011,3,266.91,92.6,7.3,1694450,0.373169526001442,553,32.6359585706276,-0.0904605263157894
kien giang,21,2014,2,268.32,91.9,3,1703400,0.38145249584364,567,33.2863684395914,0.092485549132948
kien giang,21,2013,3,267.95,91.7,4.1,1701110,0.378667293415891,543,31.9203343699114,0.0264650283553875
kien giang,21,2015,4,268.63,91.3,2,1705400,0.384253246753247,553,32.4264102263399,-0.0844370860927153
kien giang,21,2015,1,268.63,91.3,2,1705400,0.384253246753247,525,30.7845666705758,-0.0448373248331721
kien giang,21,2015,2,268.63,91.3,2,1705400,0.384253246753247,598,35.0650873695321,0.139047619047619
kien giang,21,2014,3,268.32,91.9,3,1703400,0.38145249584364,570,33.4624867911236,0.00529100529100535
kien giang,21,2013,4,267.95,91.7,4.1,1701110,0.378667293415891,537,31.5676234928958,-0.0110497237569061
kien giang,21,2014,1,268.32,91.9,3,1703400,0.38145249584364,519,30.4684748150757,-0.0348188604716299
kien giang,21,2015,3,268.63,91.3,2,1705400,0.384253246753247,604,35.4169109886244,0.0100334448160537
kon tum,55,2014,4,49.97,86.8,6.7,484220,0.486629210033465,56,11.564991119739,-0.243243243243243
kon tum,55,2015,1,51.18,87.9,3.9,495900,0.483398145378403,50,10.082677959266,-0.128172442600755
kon tum,55,2015,3,51.18,87.9,3.9,495900,0.483398145378403,79,15.9306311756403,0.128571428571429
kon tum,55,2014,3,49.97,86.8,6.7,484220,0.486629210033465,74,15.2823096939408,-0.108433734939759
kon tum,55,2014,1,49.97,86.8,6.7,484220,0.486629210033465,72,14.8692742968072,0.0825975478406192
kon tum,55,2012,1,47.75,87.6,11.8,462710,0.493528291533521,60,12.9670852153617,-0.138813918513311
kon tum,55,2015,2,51.18,87.9,3.9,495900,0.483398145378403,70,14.1157491429724,0.4
kon tum,55,2011,4,46.61,88.2,8.8,451610,0.497033181953791,68,15.0572396536835,0.0303030303030303
kon tum,55,2015,4,51.18,87.9,3.9,495900,0.483398145378403,88,17.7455132083081,0.113924050632911
kon tum,55,2011,2,46.61,88.2,8.8,451610,0.497033181953791,61,13.5072296893337,0.326086956521739
kon tum,55,2013,1,48.84,88.2,13.3,473250,0.490081863979849,56,11.8330692023244,-0.0719865337953388
kon tum,55,2012,2,47.75,87.6,11.8,462710,0.493528291533521,82,17.721683127661,0.366666666666666
kon tum,55,2012,4,47.75,87.6,11.8,462710,0.493528291533521,59,12.750967128439,-0.144927536231884
kon tum,55,2011,1,46.61,88.2,8.8,451610,0.497033181953791,46,10.1857797657271,0
kon tum,55,2013,3,48.84,88.2,13.3,473250,0.490081863979849,65,13.7348124669836,0.101694915254237
kon tum,55,2013,2,48.84,88.2,13.3,473250,0.490081863979849,59,12.4669836238774,0.0535714285714285
kon tum,55,2014,2,49.97,86.8,6.7,484220,0.486629210033465,83,17.1409689810417,0.152777777777778
kon tum,55,2012,3,47.75,87.6,11.8,462710,0.493528291533521,69,14.9121479976659,-0.158536585365854
kon tum,55,2011,3,46.61,88.2,8.8,451610,0.497033181953791,66,14.6143796638693,0.0819672131147541
kon tum,55,2013,4,48.84,88.2,13.3,473250,0.490081863979849,65,13.7348124669836,0
lai chau,22,2015,4,47.18,59.2,1.6,427900,0.171686746987952,46,10.7501752745969,-0.303030303030303
lai chau,22,2011,1,43.32,61.7,3.5,392880,0.171796707229778,23,5.85420484626349,0
lai chau,22,2012,2,44.43,65.8,3.9,402950,0.171804117715482,35,8.6859411837697,0.458333333333333
lai chau,22,2012,3,44.43,65.8,3.9,402950,0.171804117715482,47,11.6639781610622,0.342857142857143
lai chau,22,2013,3,45.71,64.3,5,414550,0.171801684662785,38,9.16656615607285,0
lai chau,22,2012,4,44.43,65.8,3.9,402950,0.171804117715482,35,8.6859411837697,-0.25531914893617
lai chau,22,2015,3,47.18,59.2,1.6,427900,0.171686746987952,66,15.4241645244216,0.571428571428571
lai chau,22,2014,2,46.47,66.6,3.8,421460,0.171796368893708,41,9.72808807478764,0.242424242424242
lai chau,22,2011,2,43.32,61.7,3.5,392880,0.171796707229778,33,8.39951130116066,0.434782608695652
lai chau,22,2013,4,45.71,64.3,5,414550,0.171801684662785,42,10.1314678567121,0.105263157894737
lai chau,22,2014,1,46.47,66.6,3.8,421460,0.171796368893708,33,7.82992454799981,-0.227167804434924
lai chau,22,2012,1,44.43,65.8,3.9,402950,0.171804117715482,24,5.95607395458494,-0.414994416180668
lai chau,22,2013,2,45.71,64.3,5,414550,0.171801684662785,38,9.16656615607285,0.117647058823529
lai chau,22,2011,3,43.32,61.7,3.5,392880,0.171796707229778,38,9.67216452860924,0.151515151515151
lai chau,22,2011,4,43.32,61.7,3.5,392880,0.171796707229778,40,10.1812258195887,0.0526315789473686
lai chau,22,2013,1,45.71,64.3,5,414550,0.171801684662785,34,8.2016644554336,-0.055754087909437
lai chau,22,2015,2,47.18,59.2,1.6,427900,0.171686746987952,42,9.81537742463192,0.448275862068966
lai chau,22,2014,3,46.47,66.6,3.8,421460,0.171796368893708,52,12.3380629241209,0.268292682926829
lai chau,22,2014,4,46.47,66.6,3.8,421460,0.171796368893708,52,12.3380629241209,0
lai chau,22,2015,1,47.18,59.2,1.6,427900,0.171686746987952,29,6.77728441224585,-0.450701098387474
lam dong,23,2011,3,124.54,94.1,9.2,1217240,0.61641325277206,112,9.20114357070093,-0.131782945736434
lam dong,23,2015,2,129.06,92.6,3.9,1261400,0.638264709702559,133,10.5438401775805,-0.141935483870968
lam dong,23,2015,3,129.06,92.6,3.9,1261400,0.638264709702559,144,11.4158871095608,0.0827067669172934
lam dong,23,2011,2,124.54,94.1,9.2,1217240,0.61641325277206,129,10.5977457198252,0.0078125000000001
lam dong,23,2015,1,129.06,92.6,3.9,1261400,0.638264709702559,155,12.2879340415411,0.384960868590169
lam dong,23,2012,1,125.72,93.6,6.8,1228710,0.619899539887411,112,9.11525095425283,0.0369577636967028
lam dong,23,2013,2,126.86,94.3,8,1239860,0.623405871107969,125,10.0817834271611,0.146788990825688
lam dong,23,2013,3,126.86,94.3,8,1239860,0.623405871107969,132,10.6463632990822,0.0559999999999999
lam dong,23,2013,4,126.86,94.3,8,1239860,0.623405871107969,140,11.2915974384205,0.0606060606060607
lam dong,23,2011,1,124.54,94.1,9.2,1217240,0.61641325277206,128,10.5155926522296,0
lam dong,23,2014,1,128.01,94,6,1251070,0.637997852784833,119,9.51185784968067,-0.157616280463923
lam dong,23,2013,1,126.86,94.3,8,1239860,0.623405871107969,109,8.79131514848451,0.227497367738
lam dong,23,2015,4,129.06,92.6,3.9,1261400,0.638264709702559,105,8.32408435072142,-0.270833333333333
lam dong,23,2011,4,124.54,94.1,9.2,1217240,0.61641325277206,107,8.79037823272321,-0.0446428571428571
lam dong,23,2012,2,125.72,93.6,6.8,1228710,0.619899539887411,121,9.84772647736244,0.0803571428571428
lam dong,23,2014,2,128.01,94,6,1251070,0.637997852784833,132,10.5509683710744,0.109243697478992
lam dong,23,2012,4,125.72,93.6,6.8,1228710,0.619899539887411,88,7.16198289262723,-0.266666666666667
lam dong,23,2014,4,128.01,94,6,1251070,0.637997852784833,111,8.87240522113071,-0.146153846153846
lam dong,23,2014,3,128.01,94,6,1251070,0.637997852784833,130,10.3911052139369,-0.0151515151515151
lam dong,23,2012,3,125.72,93.6,6.8,1228710,0.619899539887411,120,9.76634030812804,-0.00826446280991741
lang son,39,2012,1,89.55,96.2,3.5,745130,0.243147199652981,109,14.6283198904889,-0.089221135288896
lang son,39,2011,1,89.04,94.7,6.2,740910,0.241180018092271,124,16.7361757838334,0
lang son,39,2013,3,90.01,96.6,6.1,748940,0.245141232605696,173,23.0993136966913,0.0297619047619048
lang son,39,2015,4,91.07,96.7,2.4,757800,0.249258160237389,168,22.1694378463975,-0.16
lang son,39,2012,2,89.55,96.2,3.5,745130,0.243147199652981,217,29.1224350113403,0.990825688073394
lang son,39,2013,2,90.01,96.6,6.1,748940,0.245141232605696,168,22.4317034742436,0.388429752066116
lang son,39,2013,1,90.01,96.6,6.1,748940,0.245141232605696,121,16.156167383235,0.368005113894304
lang son,39,2015,3,91.07,96.7,2.4,757800,0.249258160237389,200,26.3921879123779,0.111111111111111
lang son,39,2011,2,89.04,94.7,6.2,740910,0.241180018092271,185,24.969294516203,0.491935483870968
lang son,39,2011,3,89.04,94.7,6.2,740910,0.241180018092271,192,25.9140786330324,0.037837837837838
lang son,39,2014,1,90.45,95.1,2,752590,0.247162150965283,139,18.4695518144009,-0.218497958425003
lang son,39,2012,3,89.55,96.2,3.5,745130,0.243147199652981,184,24.6936776133024,-0.152073732718894
lang son,39,2014,2,90.45,95.1,2,752590,0.247162150965283,173,22.9872839128875,0.244604316546762
lang son,39,2013,4,90.01,96.6,6.1,748940,0.245141232605696,177,23.6334018746495,0.0231213872832369
lang son,39,2011,4,89.04,94.7,6.2,740910,0.241180018092271,119,16.0613299860982,-0.380208333333333
lang son,39,2014,4,90.45,95.1,2,752590,0.247162150965283,183,24.3160286477365,0.0578034682080925
lang son,39,2015,2,91.07,96.7,2.4,757800,0.249258160237389,180,23.7529691211401,0.855670103092784
lang son,39,2015,1,91.07,96.7,2.4,757800,0.249258160237389,97,12.8002111375033,-0.473589568307453
lang son,39,2014,3,90.45,95.1,2,752590,0.247162150965283,173,22.9872839128875,0
lang son,39,2012,4,89.55,96.2,3.5,745130,0.243147199652981,88,11.8100197281011,-0.521739130434783
lao cai,56,2011,4,99.96,78.4,3.4,638150,0.290318667098027,57,8.93206926271253,-0.109375
lao cai,56,2015,2,107.22,83.3,1.9,684500,0.298179059180577,83,12.1256391526662,0.431034482758621
lao cai,56,2015,1,107.22,83.3,1.9,684500,0.298179059180577,58,8.47333820306793,-0.050082298514731
lao cai,56,2014,1,105.36,78.5,2,672640,0.296680417935767,47,6.98739295908658,0.0263703879902738
lao cai,56,2012,1,101.74,80.4,2.9,649510,0.291817494729305,51,7.85207310126095,-0.120912201829881
lao cai,56,2011,3,99.96,78.4,3.4,638150,0.290318667098027,64,10.0289900493614,-0.0303030303030303
lao cai,56,2011,1,99.96,78.4,3.4,638150,0.290318667098027,44,6.89493065893599,0
lao cai,56,2012,4,101.74,80.4,2.9,649510,0.291817494729305,57,8.77584640729165,0.0555555555555556
lao cai,56,2014,3,105.36,78.5,2,672640,0.296680417935767,54,8.02806850618459,-0.26027397260274
lao cai,56,2015,4,107.22,83.3,1.9,684500,0.298179059180577,44,6.42804967129291,-0.185185185185185
lao cai,56,2014,2,105.36,78.5,2,672640,0.296680417935767,73,10.8527592768792,0.553191489361702
lao cai,56,2013,4,103.54,80.7,4.4,661000,0.295164197821146,45,6.80786686838124,-0.415584415584416
lao cai,56,2013,1,103.54,80.7,4.4,661000,0.295164197821146,53,8.01815431164902,-0.086338349656289
lao cai,56,2015,3,107.22,83.3,1.9,684500,0.298179059180577,54,7.88897005113221,-0.349397590361446
lao cai,56,2011,2,99.96,78.4,3.4,638150,0.290318667098027,66,10.342395988404,0.5
lao cai,56,2013,2,103.54,80.7,4.4,661000,0.295164197821146,67,10.1361573373676,0.264150943396226
lao cai,56,2012,3,101.74,80.4,2.9,649510,0.291817494729305,54,8.3139597542763,-0.0181818181818181
lao cai,56,2012,2,101.74,80.4,2.9,649510,0.291817494729305,55,8.46792197194808,0.0784313725490195
lao cai,56,2013,3,103.54,80.7,4.4,661000,0.295164197821146,77,11.6490166414523,0.149253731343284
lao cai,56,2014,4,105.36,78.5,2,672640,0.296680417935767,60,8.92007611798287,0.111111111111111
long an,24,2013,1,353.49,95.2,4.7,1587850,0.203573161118186,372,23.427905658595,-0.180414648454535
long an,24,2013,2,353.49,95.2,4.7,1587850,0.203573161118186,454,28.5921214220487,0.220430107526882
long an,24,2011,2,334.81,95.2,3.8,1504080,0.207756855502469,436,28.9878197968193,0.0712530712530714
long an,24,2012,3,344.97,95,4.7,1549760,0.205654227055959,399,25.745921949205,-0.0699300699300699
long an,24,2014,2,358.55,95.6,6.2,1611700,0.201514846539783,435,26.9901346404418,0.106870229007634
long an,24,2014,4,358.55,95.6,6.2,1611700,0.201514846539783,441,27.3624123596203,0.0327868852459015
long an,24,2012,4,344.97,95,4.7,1549760,0.205654227055959,443,28.5850712368367,0.110275689223058
long an,24,2011,1,334.81,95.2,3.8,1504080,0.207756855502469,407,27.0597308653795,0
long an,24,2015,2,361.78,95.2,4.5,1626200,0.199513202537247,414,25.4581232320748,0.118918918918919
long an,24,2013,3,353.49,95.2,4.7,1587850,0.203573161118186,423,26.6397959504991,-0.0682819383259911
long an,24,2013,4,353.49,95.2,4.7,1587850,0.203573161118186,401,25.2542746481091,-0.0520094562647754
long an,24,2015,1,361.78,95.2,4.5,1626200,0.199513202537247,370,22.7524289755258,-0.168478689799209
long an,24,2014,1,358.55,95.6,6.2,1611700,0.201514846539783,393,24.3841906061922,-0.0344529412957028
long an,24,2012,1,344.97,95,4.7,1549760,0.205654227055959,431,27.8107577947553,0.112489483615308
long an,24,2012,2,344.97,95,4.7,1549760,0.205654227055959,429,27.6817055544084,-0.00464037122969844
long an,24,2011,4,334.81,95.2,3.8,1504080,0.207756855502469,376,24.9986702834956,-0.0233766233766233
long an,24,2011,3,334.81,95.2,3.8,1504080,0.207756855502469,385,25.5970427104941,-0.11697247706422
long an,24,2015,3,361.78,95.2,4.5,1626200,0.199513202537247,446,27.4259008732013,0.0772946859903382
long an,24,2015,4,361.78,95.2,4.5,1626200,0.199513202537247,417,25.6426023859304,-0.0650224215246637
long an,24,2014,3,358.55,95.6,6.2,1611700,0.201514846539783,427,26.4937643482038,-0.0183908045977011
nam dinh,82,2015,2,1086.92,98,0.6,1796900,0.214614032715966,422,23.4848906449997,0.512544802867384
nam dinh,82,2015,3,1086.92,98,0.6,1796900,0.214614032715966,382,21.2588346596917,-0.09478672985782
nam dinh,82,2013,3,1092.94,98.6,3.5,1806410,0.214205534606414,393,21.7558583045931,-0.0598086124401915
nam dinh,82,2015,4,1086.92,98,0.6,1796900,0.214614032715966,336,18.6988702765875,-0.120418848167539
nam dinh,82,2013,2,1092.94,98.6,3.5,1806410,0.214205534606414,418,23.1398187565392,0.456445993031359
nam dinh,82,2015,1,1086.92,98,0.6,1796900,0.214614032715966,279,15.5267404975235,-0.186859183839869
nam dinh,82,2011,2,1100.16,97.1,6.1,1816810,0.213796098343132,430,23.6678573984071,0.356466876971609
nam dinh,82,2011,3,1100.16,97.1,6.1,1816810,0.213796098343132,367,20.2002410818963,-0.146511627906977
nam dinh,82,2011,4,1100.16,97.1,6.1,1816810,0.213796098343132,333,18.3288291015571,-0.0926430517711171
nam dinh,82,2012,1,1096.15,98.2,2.3,1811500,0.213995630553955,305,16.8368755175269,-0.081399285015073
nam dinh,82,2012,2,1096.15,98.2,2.3,1811500,0.213995630553955,423,23.3508142423406,0.386885245901639
nam dinh,82,2012,3,1096.15,98.2,2.3,1811500,0.213995630553955,401,22.1363510902567,-0.0520094562647754
nam dinh,82,2012,4,1096.15,98.2,2.3,1811500,0.213995630553955,296,16.3400496825835,-0.261845386533666
nam dinh,82,2013,1,1092.94,98.6,3.5,1806410,0.214205534606414,287,15.8878659883415,-0.0276733365580859
nam dinh,82,2011,1,1100.16,97.1,6.1,1816810,0.213796098343132,317,17.448164640221,0
nam dinh,82,2013,4,1092.94,98.6,3.5,1806410,0.214205534606414,356,19.7075968357128,-0.0941475826972009
nam dinh,82,2014,1,1089.73,97.6,4.6,1801540,0.214417645234789,272,15.0981937675544,-0.233889657200899
nam dinh,82,2014,4,1089.73,97.6,4.6,1801540,0.214417645234789,344,19.0947744707306,-0.0947368421052631
nam dinh,82,2014,3,1089.73,97.6,4.6,1801540,0.214417645234789,380,21.0930648223187,-0.0499999999999999
nam dinh,82,2014,2,1089.73,97.6,4.6,1801540,0.214417645234789,400,22.2032261287565,0.470588235294118
nghe an,58,2011,4,181.65,95.5,4.8,2996140,0.153532817938214,334,11.1476766773248,-0.369811320754717
nghe an,58,2012,2,184.1,95.7,1,3035990,0.15532207182352,534,17.5889907410762,0.289855072463768
nghe an,58,2011,3,181.65,95.5,4.8,2996140,0.153532817938214,530,17.6894270628208,-0.0518783542039356
nghe an,58,2013,4,186.53,95.8,6.8,3076380,0.17362260897431,415,13.4898809639901,-0.192607003891051
nghe an,58,2012,1,184.1,95.7,1,3035990,0.15532207182352,414,13.6364085520703,0.223251171233533
nghe an,58,2011,2,181.65,95.5,4.8,2996140,0.153532817938214,559,18.6573391096544,0.380246913580247
nghe an,58,2014,4,188.98,97.2,19.4,3116330,0.173347289471901,442,14.1833502870364,-0.303937007874016
nghe an,58,2014,2,188.98,97.2,19.4,3116330,0.173347289471901,515,16.5258493163433,0.36604774535809
nghe an,58,2013,3,186.53,95.8,6.8,3076380,0.17362260897431,514,16.7079489529902,0.0259481037924152
nghe an,58,2012,4,184.1,95.7,1,3035990,0.15532207182352,385,12.6812011897272,-0.237623762376238
nghe an,58,2015,1,191.67,97,10.1,3160600,0.172546837321462,381,12.0546731633234,-0.150082814048424
nghe an,58,2012,3,184.1,95.7,1,3035990,0.15532207182352,505,16.6337833787331,-0.054307116104869
nghe an,58,2013,1,186.53,95.8,6.8,3076380,0.17362260897431,463,15.0501563525962,0.186808420387497
nghe an,58,2011,1,181.65,95.5,4.8,2996140,0.153532817938214,405,13.5173923781933,0
nghe an,58,2015,3,191.67,97,10.1,3160600,0.172546837321462,524,16.5791305448333,-0.0626118067978534
nghe an,58,2013,2,186.53,95.8,6.8,3076380,0.17362260897431,501,16.2853743685761,0.0820734341252701
nghe an,58,2015,2,191.67,97,10.1,3160600,0.172546837321462,559,17.6865152186294,0.467191601049869
nghe an,58,2014,3,188.98,97.2,19.4,3116330,0.173347289471901,635,20.3765326521902,0.233009708737864
nghe an,58,2014,1,188.98,97.2,19.4,3116330,0.173347289471901,377,12.0975634801192,-0.103211991832067
nghe an,58,2015,4,191.67,97,10.1,3160600,0.172546837321462,452,14.3010820730241,-0.137404580152672
ninh binh,59,2015,3,688.52,97.8,5.6,948500,0.241329668891506,138,14.5492883500264,-0.306532663316583
ninh binh,59,2015,4,688.52,97.8,5.6,948500,0.241329668891506,169,17.817606747496,0.22463768115942
ninh binh,59,2015,2,688.52,97.8,5.6,948500,0.241329668891506,199,20.9804955192409,0.877358490566038
ninh binh,59,2012,2,668.98,97.3,10.2,920990,0.229432259614743,168,18.2412404043475,0.226277372262774
ninh binh,59,2012,4,668.98,97.3,10.2,920990,0.229432259614743,136,14.766718422567,-0.256830601092896
ninh binh,59,2011,3,655.75,97,10.2,911690,0.22435303439292,142,15.5754697320361,0.0597014925373134
ninh binh,59,2012,1,668.98,97.3,10.2,920990,0.229432259614743,137,14.8752972344977,-0.11937274443382
ninh binh,59,2011,4,655.75,97,10.2,911690,0.22435303439292,154,16.8917066107997,0.0845070422535211
ninh binh,59,2014,1,681.85,97.3,7.9,939310,0.237627806472014,129,13.7334852178727,-0.0538849439127303
